cycle,state,Candidateidentifier,Percentage_of_Vote_won_x,samplesize,daysLeft,numberSupport,pollster,Republican,Democrat,pvi,experienced
2000,Ohio,2000OHDeWine,59.89790069,2050,-11,1250,"Columbus Dispatch",1,0,-1.133120713,1
2000,Ohio,2000OHDeWine,59.89790069,400,-62,192,"EPIC-MRA",1,0,-1.133120713,1
2000,Florida,2000FLNelson,51.04361119,800,-33,352,"Mason-Dixon Polling & Research Inc.",0,1,-1.575657054,1
2000,Florida,2000FLNelson,51.04361119,665,-224,266,"Florida Voter",0,1,-1.575657054,1
2000,Missouri,2000MOAshcroft,48.39341019,500,-56,215,"North Star Opinion Research/Ayres, McHenry & Associates",1,0,-1.182309363,1
2000,Missouri,2000MOAshcroft,48.39341019,600,-7,252,"Research 2000",1,0,-1.182309363,1
2000,Missouri,2000MOAshcroft,48.39341019,603,-14,271,"Zogby Interactive/JZ Analytics",1,0,-1.182309363,1
2000,Florida,2000FLNelson,51.04361119,800,-238,344,"Mason-Dixon Polling & Research Inc.",0,1,-1.575657054,1
2000,Florida,2000FLNelson,51.04361119,824,-12,379,"CBS News/New York Times",0,1,-1.575657054,1
2000,Florida,2000FLNelson,51.04361119,600,-3,288,"Zogby Interactive/JZ Analytics",0,1,-1.575657054,1
2000,Florida,2000FLNelson,51.04361119,600,-4,264,"Zogby Interactive/JZ Analytics",0,1,-1.575657054,1
2000,Washington,2000WACantwell,48.73028493,500,-3,260,"Zogby Interactive/JZ Analytics",0,1,2.464912098,1
2000,Florida,2000FLNelson,51.04361119,600,-7,252,"Zogby Interactive/JZ Analytics",0,1,-1.575657054,1
2000,Connecticut,2000CTGiordano,34.17145786,618,-125,92,"Research 2000",1,0,5.63293974,0
2000,Florida,2000FLNelson,51.04361119,600,-9,258,"Zogby Interactive/JZ Analytics",0,1,-1.575657054,1
2000,Florida,2000FLNelson,51.04361119,600,-10,276,"Zogby Interactive/JZ Analytics",0,1,-1.575657054,1
2000,Florida,2000FLNelson,51.04361119,600,-11,276,"Zogby Interactive/JZ Analytics",0,1,-1.575657054,1
2000,Florida,2000FLNelson,51.04361119,600,-12,270,"Zogby Interactive/JZ Analytics",0,1,-1.575657054,1
2000,Michigan,2000MIStabenow,49.47475637,600,-8,288,"Zogby Interactive/JZ Analytics",0,1,2.594646897,1
2000,Mississippi,2000MSBrown,31.59401455,368,-218,95,"Mississippi State U.",0,1,-7.479896616,0
2000,Indiana,2000INJohnson,31.85111567,800,-187,120,"McLaughlin & Associates",0,1,-7.876549218,0
2000,Minnesota,2000MNDayton,48.83419025,625,-12,293,"Mason-Dixon Polling & Research Inc.",0,1,4.646772932,0
2000,Ohio,2000OHDeWine,59.89790069,600,-6,360,"Zogby Interactive/JZ Analytics",1,0,-1.133120713,1
2000,Indiana,2000INJohnson,31.85111567,600,-10,120,"Research 2000",0,1,-7.876549218,0
2000,Pennsylvania,2000PASantorum,52.4117813,600,-9,306,"Zogby Interactive/JZ Analytics",1,0,0.430016027,1
2000,Pennsylvania,2000PAKlink,45.50535698,625,-6,225,"Mason-Dixon Polling & Research Inc.",0,1,0.430016027,0
2000,Michigan,2000MIStabenow,49.47475637,500,-42,170,"EPIC-MRA",0,1,2.594646897,1
2000,Maine,2000MELawrence,31.0587016,400,-18,76,"SMS Research & Marketing Services Inc.",0,1,7.930434229,1
2000,Missouri,2000MOCarnahan,50.46659321,625,-267,275,"Mason-Dixon Polling & Research Inc.",0,1,-1.182309363,1
2000,Nevada,2000NVBernstein,39.69346106,500,-51,185,"Mellman Group",0,1,-4.143118816,0
2000,Missouri,2000MOCarnahan,50.46659321,600,-116,276,"Research 2000",0,1,-1.182309363,1
2000,Missouri,2000MOCarnahan,50.46659321,600,-3,300,"Zogby Interactive/JZ Analytics",0,1,-1.182309363,1
2000,Vermont,2000VTFlanagan,25.42530329,400,-54,128,"Research 2000",0,1,8.450551111,0
2000,Michigan,2000MIStabenow,49.47475637,500,-254,205,"EPIC-MRA",0,1,2.594646897,1
2000,Rhode Island,2000RIWeygand,41.12587061,408,-28,138,"Fleming & Associates",0,1,14.27456359,1
2000,Connecticut,2000CTLieberman,63.21411222,447,-42,268,"University of Connecticut",0,1,5.63293974,1
2000,Michigan,2000MIStabenow,49.47475637,500,-359,205,"EPIC-MRA",0,1,2.594646897,1
2000,Pennsylvania,2000PAKlink,45.50535698,600,-4,198,"Zogby Interactive/JZ Analytics",0,1,0.430016027,0
2000,Missouri,2000MOAshcroft,48.39341019,600,-116,282,"Research 2000",1,0,-1.182309363,1
2000,Virginia,2000VAAllen,52.25543455,596,-20,321,"Virginia Commonwealth University",1,0,-5.78731635,0
2000,Rhode Island,2000RIWeygand,41.12587061,370,-17,103,"Brown University",0,1,14.27456359,1
2000,Rhode Island,2000RIWeygand,41.12587061,438,-73,135,"Brown University",0,1,14.27456359,1
2000,New York,2000NYLazio,43.00588849,883,-8,353,"Blum & Weprin Associates",1,0,11.28868836,0
2000,New York,2000NYLazio,43.00588849,1001,-161,420,"Blum & Weprin Associates",1,0,11.28868836,0
2000,Washington,2000WACantwell,48.73028493,400,-267,100,"Elway Research",0,1,2.464912098,1
2000,Pennsylvania,2000PASantorum,52.4117813,600,-4,300,"Zogby Interactive/JZ Analytics",1,0,0.430016027,1
2000,Washington,2000WACantwell,48.73028493,500,-5,225,"Zogby Interactive/JZ Analytics",0,1,2.464912098,1
2000,Virginia,2000VAAllen,52.25543455,541,-332,227,"Richmond Times-Dispatch",1,0,-5.78731635,0
2000,Montana,2000MTBurns,50.55429894,625,-47,300,"Mason-Dixon Polling & Research Inc.",1,0,-6.417773955,1
2000,Montana,2000MTBurns,50.55429894,625,-177,337,"Mason-Dixon Polling & Research Inc.",1,0,-6.417773955,1
2000,Tennessee,2000TNFrist,65.09569312,500,-11,305,"Zogby Interactive/JZ Analytics",1,0,-3.442875062,1
2000,Connecticut,2000CTGiordano,34.17145786,939,-55,178,"Quinnipiac University",1,0,5.63293974,0
2000,Washington,2000WAGorton,48.63972594,500,-5,235,"Zogby Interactive/JZ Analytics",1,0,2.464912098,1
2000,Washington,2000WAGorton,48.63972594,500,-6,245,"Zogby Interactive/JZ Analytics",1,0,2.464912098,1
2000,Washington,2000WAGorton,48.63972594,500,-4,215,"Zogby Interactive/JZ Analytics",1,0,2.464912098,1
2000,Michigan,2000MIStabenow,49.47475637,500,-177,215,"EPIC-MRA",0,1,2.594646897,1
2000,Michigan,2000MIStabenow,49.47475637,500,-207,175,"EPIC-MRA",0,1,2.594646897,1
2000,Virginia,2000VAAllen,52.25543455,625,-118,306,"Mason-Dixon Polling & Research Inc.",1,0,-5.78731635,0
2000,Missouri,2000MOCarnahan,50.46659321,600,-5,288,"Zogby Interactive/JZ Analytics",0,1,-1.182309363,1
2000,Michigan,2000MIAbraham,47.86093479,700,-38,308,"Hickman Analytics",1,0,2.594646897,1
2000,Rhode Island,2000RIChafee,56.84979964,370,-17,192,"Brown University",1,0,14.27456359,1
2000,Rhode Island,2000RIChafee,56.84979964,438,-73,210,"Brown University",1,0,14.27456359,1
2000,Missouri,2000MOCarnahan,50.46659321,600,-11,300,"Zogby Interactive/JZ Analytics",0,1,-1.182309363,1
2000,Michigan,2000MIAbraham,47.86093479,500,-146,205,"Marketing Resource Group (MRG)",1,0,2.594646897,1
2000,New York,2000NYLazio,43.00588849,700,-6,301,"Zogby Interactive/JZ Analytics",1,0,11.28868836,0
2000,Washington,2000WACantwell,48.73028493,400,-20,172,"Elway Research",0,1,2.464912098,1
2000,Washington,2000WACantwell,48.73028493,400,-177,108,"Elway Research",0,1,2.464912098,1
2000,Missouri,2000MOAshcroft,48.39341019,600,-353,245,"Garin-Hart-Yang Research Group",1,0,-1.182309363,1
2000,Missouri,2000MOAshcroft,48.39341019,800,-280,424,"Market Strategies International",1,0,-1.182309363,1
2000,Missouri,2000MOAshcroft,48.39341019,625,-14,287,"Mason-Dixon Polling & Research Inc.",1,0,-1.182309363,1
2000,Missouri,2000MOAshcroft,48.39341019,625,-68,287,"Mason-Dixon Polling & Research Inc.",1,0,-1.182309363,1
2000,New York,2000NYLazio,43.00588849,605,-104,302,"Zogby Interactive/JZ Analytics",1,0,11.28868836,0
2000,Michigan,2000MIAbraham,47.86093479,1005,-46,492,"CBS News/New York Times",1,0,2.594646897,1
2000,Michigan,2000MIAbraham,47.86093479,602,-7,234,"Research 2000",1,0,2.594646897,1
2000,Missouri,2000MOCarnahan,50.46659321,600,-54,258,"Zogby Interactive/JZ Analytics",0,1,-1.182309363,1
2000,Ohio,2000OHDeWine,59.89790069,608,-20,358,"University of Cincinnati (Ohio Poll)",1,0,-1.133120713,1
2000,Ohio,2000OHDeWine,59.89790069,600,-116,336,"University of Cincinnati (Ohio Poll)",1,0,-1.133120713,1
2000,Ohio,2000OHDeWine,59.89790069,600,-207,324,"University of Cincinnati (Ohio Poll)",1,0,-1.133120713,1
2000,Montana,2000MTSchweitzer,47.23749456,402,-25,160,"A&A Research",0,1,-6.417773955,0
2000,Montana,2000MTSchweitzer,47.23749456,600,-94,228,"Lake Research Partners",0,1,-6.417773955,0
2000,Michigan,2000MIAbraham,47.86093479,500,-62,220,"EPIC-MRA",1,0,2.594646897,1
2000,Indiana,2000INLugar,66.5643301,600,-52,396,"Research 2000",1,0,-7.876549218,1
2000,Michigan,2000MIAbraham,47.86093479,500,-95,215,"EPIC-MRA",1,0,2.594646897,1
2000,Michigan,2000MIAbraham,47.86093479,500,-116,225,"EPIC-MRA",1,0,2.594646897,1
2000,Missouri,2000MOCarnahan,50.46659321,625,-14,287,"Mason-Dixon Polling & Research Inc.",0,1,-1.182309363,1
2000,Indiana,2000INJohnson,31.85111567,726,-34,65,"Indiana University",0,1,-7.876549218,0
2000,Florida,2000FLMcCollum,46.19211639,600,-8,222,"Zogby Interactive/JZ Analytics",1,0,-1.575657054,1
2000,Michigan,2000MIAbraham,47.86093479,500,-359,220,"EPIC-MRA",1,0,2.594646897,1
2000,Missouri,2000MOCarnahan,50.46659321,500,-56,190,"North Star Opinion Research/Ayres, McHenry & Associates",0,1,-1.182309363,1
2000,New York,2000NYClinton,55.27137149,600,-104,234,"Mahoney, Strimple, Goncharenko",0,1,11.28868836,0
2000,Nebraska,2000NENelson,50.9992056,450,-48,198,"Moore Information",0,1,-15.28345319,1
2000,Minnesota,2000MNGrams,43.29263656,900,-45,315,"Star Tribune",1,0,4.646772932,1
2000,Florida,2000FLNelson,51.04361119,608,-113,273,"Florida Voter",0,1,-1.575657054,1
2000,Pennsylvania,2000PAKlink,45.50535698,600,-7,198,"Zogby Interactive/JZ Analytics",0,1,0.430016027,0
2000,Pennsylvania,2000PAKlink,45.50535698,600,-8,204,"Zogby Interactive/JZ Analytics",0,1,0.430016027,0
2000,Pennsylvania,2000PAKlink,45.50535698,600,-9,216,"Zogby Interactive/JZ Analytics",0,1,0.430016027,0
2000,Pennsylvania,2000PAKlink,45.50535698,600,-10,216,"Zogby Interactive/JZ Analytics",0,1,0.430016027,0
2000,Washington,2000WACantwell,48.73028493,400,-85,160,"Elway Research",0,1,2.464912098,1
2000,Virginia,2000VARobb,47.68026057,555,-190,222,"Virginia Commonwealth University",0,1,-5.78731635,1
2000,Virginia,2000VARobb,47.68026057,625,-14,275,"Mason-Dixon Polling & Research Inc.",0,1,-5.78731635,1
2000,Pennsylvania,2000PASantorum,52.4117813,416,-224,220,"Mason-Dixon Polling & Research Inc.",1,0,0.430016027,1
2000,Michigan,2000MIAbraham,47.86093479,600,-6,258,"Zogby Interactive/JZ Analytics",1,0,2.594646897,1
2000,Pennsylvania,2000PASantorum,52.4117813,728,-22,356,"Lincoln Institute",1,0,0.430016027,1
2000,Florida,2000FLNelson,51.04361119,600,-8,252,"Zogby Interactive/JZ Analytics",0,1,-1.575657054,1
2000,Michigan,2000MIAbraham,47.86093479,600,-7,245,"Zogby Interactive/JZ Analytics",1,0,2.594646897,1
2000,Michigan,2000MIAbraham,47.86093479,600,-8,234,"Zogby Interactive/JZ Analytics",1,0,2.594646897,1
2000,Michigan,2000MIAbraham,47.86093479,600,-9,252,"Zogby Interactive/JZ Analytics",1,0,2.594646897,1
2000,Michigan,2000MIAbraham,47.86093479,600,-10,252,"Zogby Interactive/JZ Analytics",1,0,2.594646897,1
2000,Michigan,2000MIAbraham,47.86093479,600,-12,252,"Zogby Interactive/JZ Analytics",1,0,2.594646897,1
2000,Ohio,2000OHDeWine,59.89790069,600,-5,366,"Zogby Interactive/JZ Analytics",1,0,-1.133120713,1
2000,Michigan,2000MIStabenow,49.47475637,500,-22,200,"EPIC-MRA",0,1,2.594646897,1
2000,Pennsylvania,2000PAKlink,45.50535698,1032,-7,350,"Decision Forecasting",0,1,0.430016027,0
2000,Pennsylvania,2000PAKlink,45.50535698,400,-62,148,"EPIC-MRA",0,1,0.430016027,0
2000,Michigan,2000MIStabenow,49.47475637,1005,-46,381,"CBS News/New York Times",0,1,2.594646897,1
2000,Michigan,2000MIStabenow,49.47475637,500,-62,160,"EPIC-MRA",0,1,2.594646897,1
2000,Tennessee,2000TNClark,32.20718724,500,-10,145,"Zogby Interactive/JZ Analytics",0,1,-3.442875062,0
2000,Pennsylvania,2000PAKlink,45.50535698,728,-22,276,"Lincoln Institute",0,1,0.430016027,0
2000,Tennessee,2000TNFrist,65.09569312,625,-5,387,"Mason-Dixon Polling & Research Inc.",1,0,-3.442875062,1
2000,California,2000CACampbell,36.58691854,852,-19,298,"Los Angeles Times",1,0,2.486031348,1
2000,California,2000CACampbell,36.58691854,1096,-27,339,"Public Policy Institute of California",1,0,2.486031348,1
2000,California,2000CACampbell,36.58691854,820,-8,319,"Research 2000",1,0,2.486031348,1
2000,Delaware,2000DERoth,43.6952819,625,-8,275,"Mason-Dixon Polling & Research Inc.",1,0,3.889503721,1
2000,Michigan,2000MIAbraham,47.86093479,800,-15,312,"Mitchell Research & Communications",1,0,2.594646897,1
2000,Delaware,2000DERoth,43.6952819,625,-34,287,"Mason-Dixon Polling & Research Inc.",1,0,3.889503721,1
2000,Washington,2000WACantwell,48.73028493,500,-4,250,"Zogby Interactive/JZ Analytics",0,1,2.464912098,1
2000,Pennsylvania,2000PASantorum,52.4117813,625,-54,331,"Mason-Dixon Polling & Research Inc.",1,0,0.430016027,1
2000,Pennsylvania,2000PASantorum,52.4117813,625,-238,331,"Mason-Dixon Polling & Research Inc.",1,0,0.430016027,1
2000,Delaware,2000DERoth,43.6952819,335,-53,144,"University of Delaware",1,0,3.889503721,1
2000,Virginia,2000VARobb,47.68026057,541,-332,221,"Richmond Times-Dispatch",0,1,-5.78731635,1
2000,Delaware,2000DECarper,55.52188418,335,-53,154,"University of Delaware",0,1,3.889503721,1
2000,Delaware,2000DERoth,43.6952819,625,-116,262,"Mason-Dixon Polling & Research Inc.",1,0,3.889503721,1
2000,Delaware,2000DECarper,55.52188418,625,-116,281,"Mason-Dixon Polling & Research Inc.",0,1,3.889503721,1
2000,Montana,2000MTSchweitzer,47.23749456,403,-19,173,"Montana State University Billings",0,1,-6.417773955,0
2000,California,2000CAFeinstein,55.8427857,601,-106,288,"Zogby Interactive/JZ Analytics",0,1,2.486031348,1
2000,Washington,2000WAGorton,48.63972594,800,-53,328,"Mellman Group",1,0,2.464912098,1
2000,New York,2000NYClinton,55.27137149,700,-3,343,"Zogby Interactive/JZ Analytics",0,1,11.28868836,0
2000,Pennsylvania,2000PAKlink,45.50535698,625,-54,218,"Mason-Dixon Polling & Research Inc.",0,1,0.430016027,0
2000,Tennessee,2000TNClark,32.20718724,625,-5,187,"Mason-Dixon Polling & Research Inc.",0,1,-3.442875062,0
2000,Nevada,2000NVEnsign,55.09154519,500,-51,205,"Mellman Group",1,0,-4.143118816,1
2000,Wisconsin,2000WIGillespie,37.03595512,500,-13,135,"Market Shares Corp.",1,0,1.186652301,0
2000,Wisconsin,2000WIGillespie,37.03595512,428,-175,107,"Mason-Dixon Polling & Research Inc.",1,0,1.186652301,0
2000,Michigan,2000MIAbraham,47.86093479,500,-54,225,"Marketing Resource Group (MRG)",1,0,2.594646897,1
2000,Wisconsin,2000WIGillespie,37.03595512,587,-20,140,"WPRI",1,0,1.186652301,0
2000,Wisconsin,2000WIGillespie,37.03595512,500,-3,155,"Zogby Interactive/JZ Analytics",1,0,1.186652301,0
2000,Wisconsin,2000WIGillespie,37.03595512,500,-4,155,"Zogby Interactive/JZ Analytics",1,0,1.186652301,0
2000,Wisconsin,2000WIGillespie,37.03595512,500,-5,160,"Zogby Interactive/JZ Analytics",1,0,1.186652301,0
2000,Wisconsin,2000WIGillespie,37.03595512,500,-6,165,"Zogby Interactive/JZ Analytics",1,0,1.186652301,0
2000,Wisconsin,2000WIGillespie,37.03595512,500,-7,170,"Zogby Interactive/JZ Analytics",1,0,1.186652301,0
2000,Wisconsin,2000WIGillespie,37.03595512,500,-8,165,"Zogby Interactive/JZ Analytics",1,0,1.186652301,0
2000,Wisconsin,2000WIGillespie,37.03595512,500,-9,155,"Zogby Interactive/JZ Analytics",1,0,1.186652301,0
2000,Wisconsin,2000WIGillespie,37.03595512,500,-10,155,"Zogby Interactive/JZ Analytics",1,0,1.186652301,0
2000,Wisconsin,2000WIGillespie,37.03595512,500,-11,155,"Zogby Interactive/JZ Analytics",1,0,1.186652301,0
2000,Vermont,2000VTJeffords,65.55736568,625,-267,393,"Mason-Dixon Polling & Research Inc.",1,0,8.450551111,1
2000,Wisconsin,2000WIKohl,61.54279211,500,-13,300,"Market Shares Corp.",0,1,1.186652301,1
2000,Wisconsin,2000WIKohl,61.54279211,428,-175,273,"Mason-Dixon Polling & Research Inc.",0,1,1.186652301,1
2000,Wisconsin,2000WIKohl,61.54279211,500,-54,320,"Market Shares Corp.",0,1,1.186652301,1
2000,Wisconsin,2000WIKohl,61.54279211,587,-20,393,"WPRI",0,1,1.186652301,1
2000,Wisconsin,2000WIKohl,61.54279211,500,-3,310,"Zogby Interactive/JZ Analytics",0,1,1.186652301,1
2000,Wisconsin,2000WIKohl,61.54279211,500,-4,310,"Zogby Interactive/JZ Analytics",0,1,1.186652301,1
2000,Texas,2000TXHutchison,65.03612117,844,-92,464,"Scripps Howard",1,0,-7.392680325,1
2000,Wisconsin,2000WIKohl,61.54279211,500,-6,305,"Zogby Interactive/JZ Analytics",0,1,1.186652301,1
2000,Wisconsin,2000WIKohl,61.54279211,500,-7,290,"Zogby Interactive/JZ Analytics",0,1,1.186652301,1
2000,Wisconsin,2000WIKohl,61.54279211,500,-8,300,"Zogby Interactive/JZ Analytics",0,1,1.186652301,1
2000,Wisconsin,2000WIKohl,61.54279211,500,-9,315,"Zogby Interactive/JZ Analytics",0,1,1.186652301,1
2000,Wisconsin,2000WIKohl,61.54279211,500,-10,320,"Zogby Interactive/JZ Analytics",0,1,1.186652301,1
2000,Wisconsin,2000WIKohl,61.54279211,500,-11,325,"Zogby Interactive/JZ Analytics",0,1,1.186652301,1
2000,Michigan,2000MIAbraham,47.86093479,500,-177,195,"EPIC-MRA",1,0,2.594646897,1
2000,Maine,2000MELawrence,31.0587016,400,-207,56,"RKM Research and Communications Inc.",0,1,7.930434229,1
2000,Nebraska,2000NENelson,50.9992056,1007,-13,493,"RKM Research and Communications Inc.",0,1,-15.28345319,1
2000,New York,2000NYClinton,55.27137149,700,-5,343,"Zogby Interactive/JZ Analytics",0,1,11.28868836,0
2000,Washington,2000WAGorton,48.63972594,500,-9,240,"Zogby Interactive/JZ Analytics",1,0,2.464912098,1
2000,Washington,2000WAGorton,48.63972594,500,-10,240,"Zogby Interactive/JZ Analytics",1,0,2.464912098,1
2000,Minnesota,2000MNGrams,43.29263656,450,-7,193,"Tarrance Group",1,0,4.646772932,1
2000,Utah,2000UTHatch,65.5840427,914,-29,584,"Dan Jones & Associates",1,0,-16.74705914,1
2000,New York,2000NYClinton,55.27137149,802,-63,344,"Manhattanville College",0,1,11.28868836,0
2000,Florida,2000FLNelson,51.04361119,505,-61,202,"University of Connecticut",0,1,-1.575657054,1
2000,Florida,2000FLNelson,51.04361119,606,-21,260,"Florida Voter",0,1,-1.575657054,1
2000,New York,2000NYClinton,55.27137149,844,-10,405,"Princeton Survey Research Associates International",0,1,11.28868836,0
2000,Nebraska,2000NENelson,50.9992056,450,-28,184,"Moore Information",0,1,-15.28345319,1
2000,New Jersey,2000NJFranks,47.09635894,1110,-47,377,"Research 2000",1,0,5.238337242,1
2000,New Jersey,2000NJFranks,47.09635894,770,-6,346,"Quinnipiac University",1,0,5.238337242,1
2000,Connecticut,2000CTGiordano,34.17145786,447,-42,120,"University of Connecticut",1,0,5.63293974,0
2000,Minnesota,2000MNGrams,43.29263656,900,-24,333,"Star Tribune",1,0,4.646772932,1
2000,Tennessee,2000TNFrist,65.09569312,500,-7,295,"Zogby Interactive/JZ Analytics",1,0,-3.442875062,1
2000,Tennessee,2000TNFrist,65.09569312,500,-8,290,"Zogby Interactive/JZ Analytics",1,0,-3.442875062,1
2000,New Jersey,2000NJFranks,47.09635894,500,-7,220,"Tarrance Group",1,0,5.238337242,1
2000,New York,2000NYClinton,55.27137149,700,-7,329,"Zogby Interactive/JZ Analytics",0,1,11.28868836,0
2000,Nebraska,2000NENelson,50.9992056,806,-278,427,"Cooper & Secrest",0,1,-15.28345319,1
2000,Nebraska,2000NEStenberg,48.81591681,450,-48,202,"Moore Information",1,0,-15.28345319,1
2000,New Jersey,2000NJFranks,47.09635894,800,-26,264,"CBS News/New York Times",1,0,5.238337242,1
2000,Utah,2000UTHowell,31.51458223,1238,-71,334,"Valley Research",0,1,-16.74705914,1
2000,Indiana,2000INJohnson,31.85111567,800,-359,136,"McLaughlin & Associates",0,1,-7.876549218,0
2000,New Jersey,2000NJFranks,47.09635894,432,-15,168,"Rutgers University",1,0,5.238337242,1
2000,Maine,2000MELawrence,31.0587016,400,-53,68,"SMS Research & Marketing Services Inc.",0,1,7.930434229,1
2000,Maine,2000MESnowe,68.9412984,404,-26,290,"Critical Insights",1,0,7.930434229,1
2000,Minnesota,2000MNGrams,43.29263656,514,-24,169,"St. Cloud State University",1,0,4.646772932,1
2000,Indiana,2000INJohnson,31.85111567,600,-85,78,"Market Shares Corp.",0,1,-7.876549218,0
2000,Nevada,2000NVEnsign,55.09154519,625,-12,337,"Mason-Dixon Polling & Research Inc.",1,0,-4.143118816,1
2000,Maine,2000MELawrence,31.0587016,404,-26,64,"Critical Insights",0,1,7.930434229,1
2000,New Jersey,2000NJFranks,47.09635894,423,-158,152,"Mason-Dixon Polling & Research Inc.",1,0,5.238337242,1
2000,Nevada,2000NVBernstein,39.69346106,625,-329,200,"Mason-Dixon Polling & Research Inc.",0,1,-4.143118816,0
2000,Indiana,2000INJohnson,31.85111567,651,-226,156,"Indiana University",0,1,-7.876549218,0
2000,New Jersey,2000NJCorzine,50.11294369,1110,-47,532,"Research 2000",0,1,5.238337242,0
2000,New Jersey,2000NJCorzine,50.11294369,432,-15,211,"Rutgers University",0,1,5.238337242,0
2000,Pennsylvania,2000PASantorum,52.4117813,600,-8,306,"Zogby Interactive/JZ Analytics",1,0,0.430016027,1
2000,North Dakota,2000NDConrad,61.37254425,403,-99,205,"DH Research",0,1,-8.641052387,1
2000,Indiana,2000INLugar,66.5643301,726,-34,413,"Indiana University",1,0,-7.876549218,1
2000,Missouri,2000MOAshcroft,48.39341019,600,-6,270,"Zogby Interactive/JZ Analytics",1,0,-1.182309363,1
2000,North Dakota,2000NDSand,38.62745575,403,-99,149,"DH Research",1,0,-8.641052387,0
2000,Maine,2000MESnowe,68.9412984,824,-16,494,"Market Decisions",1,0,7.930434229,1
2000,New York,2000NYLazio,43.00588849,850,-18,365,"Blum & Weprin Associates",1,0,11.28868836,0
2000,Vermont,2000VTFlanagan,25.42530329,625,-85,175,"Mason-Dixon Polling & Research Inc.",0,1,8.450551111,0
2000,Missouri,2000MOCarnahan,50.46659321,603,-14,283,"Zogby Interactive/JZ Analytics",0,1,-1.182309363,1
2000,New Jersey,2000NJCorzine,50.11294369,500,-40,205,"Mahoney, Strimple, Goncharenko",0,1,5.238337242,0
2000,Maine,2000MESnowe,68.9412984,418,-58,292,"RKM Research and Communications Inc.",1,0,7.930434229,1
2000,Maine,2000MESnowe,68.9412984,400,-207,276,"RKM Research and Communications Inc.",1,0,7.930434229,1
2000,Maine,2000MESnowe,68.9412984,400,-18,292,"SMS Research & Marketing Services Inc.",1,0,7.930434229,1
2000,Maine,2000MESnowe,68.9412984,400,-53,280,"SMS Research & Marketing Services Inc.",1,0,7.930434229,1
2000,Minnesota,2000MNDayton,48.83419025,625,-116,181,"Mason-Dixon Polling & Research Inc.",0,1,4.646772932,0
2000,Minnesota,2000MNGrams,43.29263656,625,-12,262,"Mason-Dixon Polling & Research Inc.",1,0,4.646772932,1
2000,Virginia,2000VAAllen,52.25543455,625,-55,300,"Mason-Dixon Polling & Research Inc.",1,0,-5.78731635,0
2000,New Jersey,2000NJCorzine,50.11294369,800,-26,360,"CBS News/New York Times",0,1,5.238337242,0
2000,Vermont,2000VTJeffords,65.55736568,400,-28,231,"Research 2000",1,0,8.450551111,1
2000,Vermont,2000VTJeffords,65.55736568,625,-85,381,"Mason-Dixon Polling & Research Inc.",1,0,8.450551111,1
2000,Wisconsin,2000WIGillespie,37.03595512,500,-54,115,"Market Shares Corp.",1,0,1.186652301,0
2000,Vermont,2000VTJeffords,65.55736568,400,-54,236,"Research 2000",1,0,8.450551111,1
2000,Missouri,2000MOCarnahan,50.46659321,600,-12,282,"Zogby Interactive/JZ Analytics",0,1,-1.182309363,1
2000,Indiana,2000INLugar,66.5643301,800,-187,544,"McLaughlin & Associates",1,0,-7.876549218,1
2000,New Mexico,2000NMBingaman,61.70109546,425,-6,255,"Mason-Dixon Polling & Research Inc.",0,1,-0.710194885,1
2000,Indiana,2000INLugar,66.5643301,600,-85,378,"Market Shares Corp.",1,0,-7.876549218,1
2000,Nevada,2000NVBernstein,39.69346106,625,-12,231,"Mason-Dixon Polling & Research Inc.",0,1,-4.143118816,0
2000,New Jersey,2000NJFranks,47.09635894,843,-5,303,"Monmouth University",1,0,5.238337242,1
2000,Indiana,2000INLugar,66.5643301,600,-26,413,"Research 2000",1,0,-7.876549218,1
2000,Vermont,2000VTJeffords,65.55736568,400,-15,244,"Research 2000",1,0,8.450551111,1
2000,Wisconsin,2000WIGillespie,37.03595512,500,-12,155,"Zogby Interactive/JZ Analytics",1,0,1.186652301,0
2000,Florida,2000FLMcCollum,46.19211639,812,-8,324,"Mason-Dixon Polling & Research Inc.",1,0,-1.575657054,1
2000,Florida,2000FLMcCollum,46.19211639,600,-23,228,"McLaughlin & Associates",1,0,-1.575657054,1
2000,Vermont,2000VTFlanagan,25.42530329,400,-15,132,"Research 2000",0,1,8.450551111,0
2000,New Mexico,2000NMBingaman,61.70109546,553,-61,315,"Research & Polling Inc.",0,1,-0.710194885,1
2000,Ohio,2000OHCeleste,35.8731629,400,-62,108,"EPIC-MRA",0,1,-1.133120713,0
2000,Ohio,2000OHCeleste,35.8731629,625,-6,200,"Mason-Dixon Polling & Research Inc.",0,1,-1.133120713,0
2000,Wisconsin,2000WIKohl,61.54279211,500,-5,305,"Zogby Interactive/JZ Analytics",0,1,1.186652301,1
2000,Ohio,2000OHCeleste,35.8731629,1037,-36,373,"Ohio State University",0,1,-1.133120713,0
2000,Ohio,2000OHCeleste,35.8731629,680,-204,210,"Ohio State University",0,1,-1.133120713,0
2000,Ohio,2000OHCeleste,35.8731629,628,-63,194,"University of Cincinnati (Ohio Poll)",0,1,-1.133120713,0
2000,New Jersey,2000NJFranks,47.09635894,500,-40,180,"Mahoney, Strimple, Goncharenko",1,0,5.238337242,1
2000,Ohio,2000OHCeleste,35.8731629,2778,-74,888,"Columbus Dispatch",0,1,-1.133120713,0
