cycle,state,Candidateidentifier,Percentage.of.Vote.won.x,samplesize,daysLeft,numberSupport,pollster,Republican,Democrat,pvi,experienced
2000,Maryland,2000MDRappaport,36.73423056,625,-85,168.0,Gonzales Research & Marketing Strategies Inc.,1,0,3.90556482,0
2000,Ohio,2000OHCeleste,35.8731629,1179,-6,402.0,University of Cincinnati (Ohio Poll),0,1,-1.133120713,0
2000,Ohio,2000OHCeleste,35.8731629,608,-20,206.0,University of Cincinnati (Ohio Poll),0,1,-1.133120713,0
2000,Nebraska,2000NEStenberg,48.81591681,450,-28,193.0,Moore Information,1,0,-15.28345319,1
2000,Minnesota,2000MNDayton,48.83419025,900,-7,414.0,Star Tribune,0,1,4.646772932,0
2000,Minnesota,2000MNDayton,48.83419025,900,-45,441.0,Star Tribune,0,1,4.646772932,0
2000,New Jersey,2000NJCorzine,50.11294369,500,-7,200.0,Tarrance Group,0,1,5.238337242,0
2000,Vermont,2000VTFlanagan,25.42530329,400,-298,120.0,Research 2000,0,1,8.450551111000001,0
2000,Vermont,2000VTJeffords,65.55736568,628,-20,414.0,Mason-Dixon Polling & Research Inc.,1,0,8.450551111000001,1
2000,Florida,2000FLNelson,51.04361119,600,-23,228.0,McLaughlin & Associates,0,1,-1.5756570540000001,1
2000,New York,2000NYClinton,55.27137149,700,-11,315.0,Zogby Interactive/JZ Analytics,0,1,11.28868836,0
2000,New York,2000NYClinton,55.27137149,504,-20,211.0,Zogby Interactive/JZ Analytics,0,1,11.28868836,0
2000,Pennsylvania,2000PAKlink,45.50535698,600,-6,204.0,Zogby Interactive/JZ Analytics,0,1,0.430016027,0
2000,New York,2000NYClinton,55.27137149,580,-5,290.0,Marist College,0,1,11.28868836,0
2000,Indiana,2000INLugar,66.56433009999999,600,-12,413.0,Market Shares Corp.,1,0,-7.876549217999999,1
2000,New York,2000NYClinton,55.27137149,979,-6,499.0,Quinnipiac University,0,1,11.28868836,0
2000,New York,2000NYClinton,55.27137149,871,-13,452.0,CBS News/New York Times,0,1,11.28868836,0
2000,New York,2000NYClinton,55.27137149,850,-18,425.0,Blum & Weprin Associates,0,1,11.28868836,0
2000,New York,2000NYClinton,55.27137149,850,-37,408.0,Blum & Weprin Associates,0,1,11.28868836,0
2000,New York,2000NYClinton,55.27137149,850,-57,408.0,Blum & Weprin Associates,0,1,11.28868836,0
2000,New York,2000NYClinton,55.27137149,850,-61,399.0,Blum & Weprin Associates,0,1,11.28868836,0
2000,New York,2000NYClinton,55.27137149,800,-146,336.0,Fox News/Opinion Dynamics Corp.,0,1,11.28868836,0
2000,Washington,2000WACantwell,48.73028493,800,-53,368.0,Mellman Group,0,1,2.464912098,1
2000,Montana,2000MTBurns,50.55429894,402,-25,192.0,A&A Research,1,0,-6.417773955,1
2000,Rhode Island,2000RIChafee,56.84979964,393,-330,196.0,Alpha Research Associates,1,0,14.27456359,1
2000,Rhode Island,2000RIWeygand,41.12587061,393,-330,125.0,Alpha Research Associates,0,1,14.27456359,1
2000,Michigan,2000MIStabenow,49.47475637,500,-15,205.0,EPIC-MRA,0,1,2.594646897,1
2000,Virginia,2000VAAllen,52.25543455,555,-190,227.0,Virginia Commonwealth University,1,0,-5.78731635,0
2000,Michigan,2000MIStabenow,49.47475637,500,-27,195.0,EPIC-MRA,0,1,2.594646897,1
2000,Georgia,2000GAMiller,58.19297653,500,-34,250.0,Beth Schapiro & Associates,0,1,-5.360454246000001,1
2000,Maryland,2000MDRappaport,36.73423056,625,-116,175.0,Mason-Dixon Polling & Research Inc.,1,0,3.90556482,0
2000,Michigan,2000MIStabenow,49.47475637,500,-79,215.0,EPIC-MRA,0,1,2.594646897,1
2000,Michigan,2000MIStabenow,49.47475637,500,-95,195.0,EPIC-MRA,0,1,2.594646897,1
2000,Michigan,2000MIStabenow,49.47475637,500,-116,210.0,EPIC-MRA,0,1,2.594646897,1
2000,Nevada,2000NVEnsign,55.09154519,400,-114,196.0,"Fairbank, Maslin, Maullin, Metz & Associates",1,0,-4.143118816,1
2000,Maryland,2000MDSarbanes,63.17809151,625,-116,362.0,Mason-Dixon Polling & Research Inc.,0,1,3.90556482,1
2000,Virginia,2000VAAllen,52.25543455,625,-8,306.0,Mason-Dixon Polling & Research Inc.,1,0,-5.78731635,0
2000,Maryland,2000MDRappaport,36.73423056,625,-267,181.0,Mason-Dixon Polling & Research Inc.,1,0,3.90556482,0
2000,New Jersey,2000NJCorzine,50.11294369,843,-5,345.0,Monmouth University,0,1,5.238337242,0
2000,New Jersey,2000NJCorzine,50.11294369,423,-158,181.0,Mason-Dixon Polling & Research Inc.,0,1,5.238337242,0
2000,New Jersey,2000NJCorzine,50.11294369,770,-6,331.0,Quinnipiac University,0,1,5.238337242,0
2000,New York,2000NYLazio,43.00588849,851,-7,340.0,Blum & Weprin Associates,1,0,11.28868836,0
2000,California,2000CACampbell,36.58691854,601,-106,222.0,Zogby Interactive/JZ Analytics,1,0,2.486031348,1
2000,California,2000CAFeinstein,55.84278570000001,852,-19,511.0,Los Angeles Times,0,1,2.486031348,1
2000,New York,2000NYLazio,43.00588849,802,-63,368.0,Manhattanville College,1,0,11.28868836,0
2000,New York,2000NYLazio,43.00588849,580,-5,266.0,Marist College,1,0,11.28868836,0
2000,New York,2000NYLazio,43.00588849,844,-10,396.0,Princeton Survey Research Associates International,1,0,11.28868836,0
2000,Florida,2000FLMcCollum,46.19211639,600,-34,204.0,"Schroth, Eldon & Associates",1,0,-1.5756570540000001,1
2000,Florida,2000FLMcCollum,46.19211639,514,-16,185.0,CBS News/New York Times,1,0,-1.5756570540000001,1
2000,Florida,2000FLMcCollum,46.19211639,505,-61,202.0,University of Connecticut,1,0,-1.5756570540000001,1
2000,Florida,2000FLMcCollum,46.19211639,608,-113,206.0,Florida Voter,1,0,-1.5756570540000001,1
2000,Maryland,2000MDSarbanes,63.17809151,627,-14,395.0,Gonzales Research & Marketing Strategies Inc.,0,1,3.90556482,1
2000,Florida,2000FLMcCollum,46.19211639,800,-33,296.0,Mason-Dixon Polling & Research Inc.,1,0,-1.5756570540000001,1
2000,Florida,2000FLMcCollum,46.19211639,800,-54,288.0,Mason-Dixon Polling & Research Inc.,1,0,-1.5756570540000001,1
2000,Florida,2000FLMcCollum,46.19211639,800,-146,264.0,Mason-Dixon Polling & Research Inc.,1,0,-1.5756570540000001,1
2000,Florida,2000FLMcCollum,46.19211639,800,-238,264.0,Mason-Dixon Polling & Research Inc.,1,0,-1.5756570540000001,1
2000,Florida,2000FLMcCollum,46.19211639,824,-12,321.0,CBS News/New York Times,1,0,-1.5756570540000001,1
2000,Florida,2000FLMcCollum,46.19211639,600,-3,288.0,Zogby Interactive/JZ Analytics,1,0,-1.5756570540000001,1
2000,Florida,2000FLMcCollum,46.19211639,600,-4,258.0,Zogby Interactive/JZ Analytics,1,0,-1.5756570540000001,1
2000,Virginia,2000VAAllen,52.25543455,735,-11,330.0,Richmond Times-Dispatch,1,0,-5.78731635,0
2000,Virginia,2000VAAllen,52.25543455,399,-59,183.0,Roanoke College,1,0,-5.78731635,0
2000,New York,2000NYClinton,55.27137149,700,-4,336.0,Zogby Interactive/JZ Analytics,0,1,11.28868836,0
2000,Virginia,2000VAAllen,52.25543455,625,-14,293.0,Mason-Dixon Polling & Research Inc.,1,0,-5.78731635,0
2000,Connecticut,2000CTLieberman,63.21411222,939,-55,676.0,Quinnipiac University,0,1,5.63293974,1
2000,Connecticut,2000CTLieberman,63.21411222,618,-125,438.0,Research 2000,0,1,5.63293974,1
2000,Virginia,2000VAAllen,52.25543455,329,-85,154.0,Old Dominion University,1,0,-5.78731635,0
2000,Rhode Island,2000RIChafee,56.84979964,408,-28,204.0,Fleming & Associates,1,0,14.27456359,1
2000,New York,2000NYLazio,43.00588849,700,-4,322.0,Zogby Interactive/JZ Analytics,1,0,11.28868836,0
2000,New York,2000NYLazio,43.00588849,700,-5,315.0,Zogby Interactive/JZ Analytics,1,0,11.28868836,0
2000,Virginia,2000VAAllen,52.25543455,1009,-16,484.0,ABC News/Washington Post,1,0,-5.78731635,0
2000,Virginia,2000VARobb,47.68026057,625,-8,275.0,Mason-Dixon Polling & Research Inc.,0,1,-5.78731635,1
2000,Virginia,2000VARobb,47.68026057,735,-11,316.0,Richmond Times-Dispatch,0,1,-5.78731635,1
2000,Virginia,2000VARobb,47.68026057,596,-20,232.0,Virginia Commonwealth University,0,1,-5.78731635,1
2000,Michigan,2000MIAbraham,47.86093479,600,-3,282.0,Zogby Interactive/JZ Analytics,1,0,2.594646897,1
2000,Michigan,2000MIAbraham,47.86093479,500,-6,235.0,EPIC-MRA,1,0,2.594646897,1
2000,California,2000CAFeinstein,55.84278570000001,1096,-27,526.0,Public Policy Institute of California,0,1,2.486031348,1
2000,California,2000CAFeinstein,55.84278570000001,820,-8,442.0,Research 2000,0,1,2.486031348,1
2000,Montana,2000MTBurns,50.55429894,600,-94,282.0,Lake Research Partners,1,0,-6.417773955,1
2000,Ohio,2000OHCeleste,35.8731629,2050,-11,697.0,Columbus Dispatch,0,1,-1.133120713,0
2000,Maryland,2000MDRappaport,36.73423056,627,-14,188.0,Gonzales Research & Marketing Strategies Inc.,1,0,3.90556482,0
2000,Ohio,2000OHCeleste,35.8731629,625,-20,193.0,Mason-Dixon Polling & Research Inc.,0,1,-1.133120713,0
2000,Montana,2000MTBurns,50.55429894,403,-19,165.0,Montana State University Billings,1,0,-6.417773955,1
2000,Maryland,2000MDSarbanes,63.17809151,625,-85,381.0,Gonzales Research & Marketing Strategies Inc.,0,1,3.90556482,1
2000,Maryland,2000MDSarbanes,63.17809151,625,-32,362.0,Mason-Dixon Polling & Research Inc.,0,1,3.90556482,1
2000,Montana,2000MTSchweitzer,47.23749456,628,-15,276.0,Mason-Dixon Polling & Research Inc.,0,1,-6.417773955,0
2000,Montana,2000MTSchweitzer,47.23749456,625,-47,243.0,Mason-Dixon Polling & Research Inc.,0,1,-6.417773955,0
2000,Montana,2000MTSchweitzer,47.23749456,625,-177,187.0,Mason-Dixon Polling & Research Inc.,0,1,-6.417773955,0
2000,Ohio,2000OHCeleste,35.8731629,816,-330,244.0,Ohio State University,0,1,-1.133120713,0
2000,Wyoming,2000WYLogan,22.03838827,412,-52,57.0,Mason-Dixon Polling & Research Inc.,0,1,-12.21453734,0
2000,Wyoming,2000WYThomas,73.77269387,412,-52,280.0,Mason-Dixon Polling & Research Inc.,1,0,-12.21453734,1
2000,Maryland,2000MDRappaport,36.73423056,625,-13,187.0,Mason-Dixon Polling & Research Inc.,1,0,3.90556482,0
2000,Ohio,2000OHCeleste,35.8731629,600,-116,174.0,University of Cincinnati (Ohio Poll),0,1,-1.133120713,0
2000,Ohio,2000OHCeleste,35.8731629,600,-207,186.0,University of Cincinnati (Ohio Poll),0,1,-1.133120713,0
2000,Ohio,2000OHCeleste,35.8731629,600,-3,186.0,Zogby Interactive/JZ Analytics,0,1,-1.133120713,0
2000,Ohio,2000OHCeleste,35.8731629,600,-4,174.0,Zogby Interactive/JZ Analytics,0,1,-1.133120713,0
2000,Ohio,2000OHCeleste,35.8731629,600,-5,174.0,Zogby Interactive/JZ Analytics,0,1,-1.133120713,0
2000,Ohio,2000OHCeleste,35.8731629,600,-8,162.0,Zogby Interactive/JZ Analytics,0,1,-1.133120713,0
2000,Ohio,2000OHCeleste,35.8731629,600,-9,180.0,Zogby Interactive/JZ Analytics,0,1,-1.133120713,0
2000,Ohio,2000OHCeleste,35.8731629,600,-10,186.0,Zogby Interactive/JZ Analytics,0,1,-1.133120713,0
2000,Ohio,2000OHCeleste,35.8731629,600,-11,192.0,Zogby Interactive/JZ Analytics,0,1,-1.133120713,0
2002,Minnesota,2002MNColeman,49.52886027,625,-6,293.0,Mason-Dixon Polling & Research Inc.,1,0,1.0250767109999999,1
2002,Tennessee,2002TNAlexander,54.27475659,504,-29,226.0,University of Tennessee,1,0,-2.230799131,1
2002,South Dakota,2002SDJohnson,49.62282376,600,-19,270.0,Jim Meader (KELOLAND-TV),0,1,-11.88357394,1
2002,Maine,2002MEPingree,41.56435247,400,-78,152.0,Lake Research Partners,0,1,2.485978324,1
2002,Colorado,2002COStrickland,45.76924218,400,-17,148.0,Ciruli Associates,0,1,-4.752802791000001,0
2002,Oklahoma,2002OKWalters,36.30992592,500,-48,155.0,Cole Hargrave Snodgrass & Associates,0,1,-11.34453806,1
2002,Tennessee,2002TNAlexander,54.27475659,600,-236,330.0,"North Star Opinion Research/Ayres, McHenry & Associates",1,0,-2.230799131,1
2002,Georgia,2002GAChambliss,52.73429271,800,-29,320.0,Hamilton Campaigns,1,0,-6.250598147000001,1
2002,New Hampshire,2002NHShaheen,46.40164604,600,-3,264.0,American Research Group,0,1,-0.9342720520000001,1
2002,Maine,2002MECollins,58.43564753,400,-179,212.0,SMS Research & Marketing Services Inc.,1,0,2.485978324,1
2002,Tennessee,2002TNAlexander,54.27475659,625,-49,337.0,Mason-Dixon Polling & Research Inc.,1,0,-2.230799131,1
2002,North Carolina,2002NCBowles,44.95502494,625,-54,218.0,Mason-Dixon Polling & Research Inc.,0,1,-6.7297138620000005,0
2002,New Jersey,2002NJForrester,43.94761157,746,-17,290.0,CBS News/New York Times,1,0,7.949128407000001,0
2002,Maine,2002MECollins,58.43564753,405,-113,198.0,Market Decisions,1,0,2.485978324,1
2002,South Dakota,2002SDJohnson,49.62282376,600,-35,258.0,Jim Meader (KELOLAND-TV),0,1,-11.88357394,1
2002,New Hampshire,2002NHSununu,50.8188802,500,-50,245.0,Public Opinion Strategies,1,0,-0.9342720520000001,1
2002,Maine,2002MECollins,58.43564753,500,-12,275.0,SMS Research & Marketing Services Inc.,1,0,2.485978324,1
2002,Missouri,2002MOTalent,49.79878783,600,-205,264.0,Zogby Interactive/JZ Analytics,1,0,-1.977755578,1
2002,Nebraska,2002NEHagel,82.76216794,604,-13,495.0,Midwest Survey and Research,1,0,-15.44818114,1
2002,North Carolina,2002NCDole,53.56358001,525,-3,241.0,Zogby Interactive/JZ Analytics,1,0,-6.7297138620000005,0
2002,Illinois,2002ILDurkin,38.02006452,621,-52,173.0,Mason-Dixon Polling & Research Inc.,1,0,5.919465017,1
2002,New Hampshire,2002NHSununu,50.8188802,500,-48,230.0,Greenberg Quinlan Rosner (Democracy Corps),1,0,-0.9342720520000001,1
2002,Georgia,2002GAChambliss,52.73429271,600,-2,264.0,Zogby Interactive/JZ Analytics,1,0,-6.250598147000001,1
2002,North Carolina,2002NCBowles,44.95502494,525,-49,168.0,Zogby Interactive/JZ Analytics,0,1,-6.7297138620000005,0
2002,Alabama,2002ALParker,39.82770433,600,-57,162.0,University of Alabama,0,1,-7.85212658,0
2002,Alabama,2002ALSessions,58.57705301,600,-57,330.0,University of Alabama,1,0,-7.85212658,1
2002,Arkansas,2002ARHutchinson,46.10347045,800,-147,336.0,Hickman Analytics,1,0,-3.069298552,1
2002,North Carolina,2002NCDole,53.56358001,525,-49,288.0,Zogby Interactive/JZ Analytics,1,0,-6.7297138620000005,0
2002,Georgia,2002GAChambliss,52.73429271,800,-40,336.0,Marketing Workshop and Mitchell Research Design,1,0,-6.250598147000001,1
2002,North Carolina,2002NCDole,53.56358001,600,-236,372.0,Voter/Consumer Research,1,0,-6.7297138620000005,0
2002,Texas,2002TXKirk,43.32638017,900,-44,351.0,"Fairbank, Maslin, Maullin, Metz & Associates",0,1,-11.22299428,1
2002,Tennessee,2002TNClement,44.34277204,504,-29,166.0,University of Tennessee,0,1,-2.230799131,1
2002,Texas,2002TXCornyn,55.29987514,1152,-97,529.0,Montgomery & Associates,1,0,-11.22299428,1
2002,Georgia,2002GAChambliss,52.73429271,1000,-36,410.0,Public Opinion Strategies,1,0,-6.250598147000001,1
2002,Maine,2002MECollins,58.43564753,500,-49,280.0,SMS Research & Marketing Services Inc.,1,0,2.485978324,1
2002,Colorado,2002COStrickland,45.76924218,400,-16,144.0,Ciruli Associates,0,1,-4.752802791000001,0
2002,New Jersey,2002NJLautenberg,53.87630621,600,-5,306.0,Research 2000,0,1,7.949128407000001,1
2002,Colorado,2002COStrickland,45.76924218,400,-11,156.0,Ciruli Associates,0,1,-4.752802791000001,0
2002,Tennessee,2002TNAlexander,54.27475659,600,-19,300.0,Mellman Group,1,0,-2.230799131,1
2002,South Carolina,2002SCGraham,54.40057011,600,-48,276.0,Garin-Hart-Yang Research Group,1,0,-8.408990722999999,1
2002,Montana,2002MTTaylor,31.73024803,625,-326,212.0,Mason-Dixon Polling & Research Inc.,1,0,-13.92506578,1
2002,Iowa,2002IAGanske,43.77899958,600,-58,240.0,Research 2000,1,0,-0.09957747900000001,1
2002,Idaho,2002IDBlinken,32.54851375,400,-8,120.0,Greg Smith and Associates,0,1,-21.11189214,0
2002,New Hampshire,2002NHShaheen,46.40164604,600,-16,276.0,American Research Group,0,1,-0.9342720520000001,1
2002,New Jersey,2002NJLautenberg,53.87630621,527,-3,258.0,Zogby Interactive/JZ Analytics,0,1,7.949128407000001,1
2002,Arkansas,2002ARPryor,53.89652955,800,-147,360.0,Hickman Analytics,0,1,-3.069298552,1
2002,Minnesota,2002MNMondale,47.33556015,625,-6,256.0,Mason-Dixon Polling & Research Inc.,0,1,1.0250767109999999,1
2002,South Dakota,2002SDJohnson,49.62282376,500,-13,225.0,Public Opinion Strategies,0,1,-11.88357394,1
2002,Maine,2002MECollins,58.43564753,509,-51,300.0,Critical Insights,1,0,2.485978324,1
2002,Missouri,2002MOTalent,49.79878783,600,-6,276.0,Zogby Interactive/JZ Analytics,1,0,-1.977755578,1
2002,Minnesota,2002MNMondale,47.33556015,600,-2,294.0,Zogby Interactive/JZ Analytics,0,1,1.0250767109999999,1
2002,New Hampshire,2002NHShaheen,46.40164604,600,-83,258.0,Research 2000,0,1,-0.9342720520000001,1
2002,Minnesota,2002MNMondale,47.33556015,929,-6,427.0,Star Tribune,0,1,1.0250767109999999,1
2002,Minnesota,2002MNMondale,47.33556015,600,-9,270.0,Public Opinion Strategies,0,1,1.0250767109999999,1
2002,New Jersey,2002NJLautenberg,53.87630621,800,-15,376.0,Mason-Dixon Polling & Research Inc.,0,1,7.949128407000001,1
2002,Tennessee,2002TNAlexander,54.27475659,600,-205,300.0,Mellman Group,1,0,-2.230799131,1
2002,Iowa,2002IAHarkin,54.17765071,600,-9,312.0,Research 2000,0,1,-0.09957747900000001,1
2002,North Carolina,2002NCDole,53.56358001,525,-5,241.0,Zogby Interactive/JZ Analytics,1,0,-6.7297138620000005,0
2002,Minnesota,2002MNColeman,49.52886027,600,-5,264.0,Zogby Interactive/JZ Analytics,1,0,1.0250767109999999,1
2002,Colorado,2002COStrickland,45.76924218,500,-27,190.0,Ciruli Associates,0,1,-4.752802791000001,0
2002,Oregon,2002ORBradbury,39.60619339,600,-82,245.0,Grove Insight,0,1,-0.029590606000000002,1
2002,North Carolina,2002NCBowles,44.95502494,519,-337,67.0,Elon University,0,1,-6.7297138620000005,0
2002,New Jersey,2002NJForrester,43.94761157,404,-20,129.0,West Chester University,1,0,7.949128407000001,0
2002,Tennessee,2002TNAlexander,54.27475659,600,-58,294.0,Garin-Hart-Yang Research Group,1,0,-2.230799131,1
2002,Colorado,2002COStrickland,45.76924218,500,-11,205.0,Talmey-Drake Research & Strategy Inc.,0,1,-4.752802791000001,0
2002,Alabama,2002ALSessions,58.57705301,500,-144,225.0,Lake Research Partners,1,0,-7.85212658,1
2002,Missouri,2002MOTalent,49.79878783,600,-114,240.0,Research 2000,1,0,-1.977755578,1
2002,New Jersey,2002NJForrester,43.94761157,921,-8,349.0,Fairleigh Dickinson University (PublicMind),1,0,7.949128407000001,0
2002,Tennessee,2002TNAlexander,54.27475659,625,-130,300.0,Mason-Dixon Polling & Research Inc.,1,0,-2.230799131,1
2002,Arkansas,2002ARHutchinson,46.10347045,616,-6,264.0,Gallup,1,0,-3.069298552,1
2002,Oregon,2002ORBradbury,39.60619339,802,-10,320.0,Research 2000,0,1,-0.029590606000000002,1
2002,Tennessee,2002TNClement,44.34277204,600,-36,258.0,Mellman Group,0,1,-2.230799131,1
2002,Tennessee,2002TNClement,44.34277204,625,-49,218.0,Mason-Dixon Polling & Research Inc.,0,1,-2.230799131,1
2002,New Jersey,2002NJLautenberg,53.87630621,603,-20,313.0,Quinnipiac University,0,1,7.949128407000001,1
2002,Illinois,2002ILDurkin,38.02006452,802,-6,248.0,Zogby Interactive/JZ Analytics,1,0,5.919465017,1
2002,New Jersey,2002NJLautenberg,53.87630621,458,-9,238.0,Rutgers University,0,1,7.949128407000001,1
2002,Maine,2002MECollins,58.43564753,523,-59,313.0,RKM Research and Communications Inc.,1,0,2.485978324,1
2002,Nebraska,2002NEMatulka,14.637132800000002,604,-13,60.0,Midwest Survey and Research,0,1,-15.44818114,0
2002,Missouri,2002MOTalent,49.79878783,600,-63,270.0,Research 2000,1,0,-1.977755578,1
2002,Arkansas,2002ARPryor,53.89652955,500,-13,255.0,Opinion Research Associates,0,1,-3.069298552,1
2002,Colorado,2002COAllard,50.69572242,400,-18,164.0,Ciruli Associates,1,0,-4.752802791000001,1
2002,Texas,2002TXKirk,43.32638017,800,-149,368.0,"Normington, Petts & Associates",0,1,-11.22299428,1
2002,Missouri,2002MOTalent,49.79878783,600,-295,282.0,American Viewpoint,1,0,-1.977755578,1
2002,Iowa,2002IAHarkin,54.17765071,500,-142,245.0,Public Opinion Strategies,0,1,-0.09957747900000001,1
2002,Texas,2002TXKirk,43.32638017,656,-13,255.0,Rice University,0,1,-11.22299428,1
2002,Oregon,2002ORBradbury,39.60619339,604,-13,205.0,Riley Research Associates,0,1,-0.029590606000000002,1
2002,Colorado,2002COStrickland,45.76924218,400,-14,148.0,Ciruli Associates,0,1,-4.752802791000001,0
2002,Maine,2002MEPingree,41.56435247,500,-12,180.0,SMS Research & Marketing Services Inc.,0,1,2.485978324,1
2002,New Hampshire,2002NHShaheen,46.40164604,600,-36,204.0,American Research Group,0,1,-0.9342720520000001,1
2002,Colorado,2002COStrickland,45.76924218,400,-18,152.0,Ciruli Associates,0,1,-4.752802791000001,0
2002,South Dakota,2002SDThune,49.46756818,600,-191,276.0,Jim Meader (KELOLAND-TV),1,0,-11.88357394,1
2002,Texas,2002TXCornyn,55.29987514,550,-21,253.0,Frank N. Magid Associates Inc.,1,0,-11.22299428,1
2002,Tennessee,2002TNClement,44.34277204,600,-98,228.0,Voter/Consumer Research,0,1,-2.230799131,1
2002,Missouri,2002MOTalent,49.79878783,604,-6,289.0,Gallup,1,0,-1.977755578,1
2002,South Dakota,2002SDThune,49.46756818,805,-50,346.0,Mason-Dixon Polling & Research Inc.,1,0,-11.88357394,1
2002,South Dakota,2002SDThune,49.46756818,500,-13,240.0,Public Opinion Strategies,1,0,-11.88357394,1
2002,Georgia,2002GACleland,45.89585372,600,-5,258.0,Zogby Interactive/JZ Analytics,0,1,-6.250598147000001,1
2002,Tennessee,2002TNClement,44.34277204,625,-15,250.0,Mason-Dixon Polling & Research Inc.,0,1,-2.230799131,1
2002,Iowa,2002IAGanske,43.77899958,500,-146,215.0,Hill Research Consultants,1,0,-0.09957747900000001,1
2002,South Carolina,2002SCSanders,44.18694263,625,-144,225.0,Mason-Dixon Polling & Research Inc.,0,1,-8.408990722999999,0
2002,Tennessee,2002TNAlexander,54.27475659,600,-98,306.0,Voter/Consumer Research,1,0,-2.230799131,1
2002,South Carolina,2002SCGraham,54.40057011,625,-144,325.0,Mason-Dixon Polling & Research Inc.,1,0,-8.408990722999999,1
2002,South Dakota,2002SDThune,49.46756818,600,-19,252.0,Jim Meader (KELOLAND-TV),1,0,-11.88357394,1
2002,South Carolina,2002SCGraham,54.40057011,500,-28,235.0,Zogby Interactive/JZ Analytics,1,0,-8.408990722999999,1
2002,Montana,2002MTTaylor,31.73024803,605,-200,145.0,Garin-Hart-Yang Research Group,1,0,-13.92506578,1
2002,Missouri,2002MOTalent,49.79878783,600,-205,288.0,American Viewpoint,1,0,-1.977755578,1
2002,Illinois,2002ILDurkin,38.02006452,600,-58,210.0,Research 2000,1,0,5.919465017,1
2002,North Carolina,2002NCDole,53.56358001,600,-105,366.0,Voter/Consumer Research,1,0,-6.7297138620000005,0
2002,Colorado,2002COAllard,50.69572242,500,-13,185.0,Talmey-Drake Research & Strategy Inc.,1,0,-4.752802791000001,1
2002,North Carolina,2002NCDole,53.56358001,625,-25,312.0,Mason-Dixon Polling & Research Inc.,1,0,-6.7297138620000005,0
2002,Iowa,2002IAHarkin,54.17765071,600,-58,312.0,Research 2000,0,1,-0.09957747900000001,1
2002,South Dakota,2002SDThune,49.46756818,500,-9,240.0,Public Opinion Strategies,1,0,-11.88357394,1
2002,Minnesota,2002MNColeman,49.52886027,929,-6,380.0,Star Tribune,1,0,1.0250767109999999,1
2002,New Hampshire,2002NHShaheen,46.40164604,644,-6,289.0,University of New Hampshire,0,1,-0.9342720520000001,1
2002,Texas,2002TXKirk,43.32638017,600,-144,264.0,Anzalone,0,1,-11.22299428,1
2002,Tennessee,2002TNAlexander,54.27475659,600,-83,318.0,"North Star Opinion Research/Ayres, McHenry & Associates",1,0,-2.230799131,1
2002,New Hampshire,2002NHSununu,50.8188802,644,-6,296.0,University of New Hampshire,1,0,-0.9342720520000001,1
2002,Montana,2002MTBaucus,62.735004,625,-13,368.0,Mason-Dixon Polling & Research Inc.,0,1,-13.92506578,1
2002,Colorado,2002COStrickland,45.76924218,400,-15,144.0,Ciruli Associates,0,1,-4.752802791000001,0
2002,Colorado,2002COStrickland,45.76924218,400,-12,156.0,Ciruli Associates,0,1,-4.752802791000001,0
2002,Colorado,2002COAllard,50.69572242,400,-16,168.0,Ciruli Associates,1,0,-4.752802791000001,1
2002,Minnesota,2002MNColeman,49.52886027,600,-9,258.0,Public Opinion Strategies,1,0,1.0250767109999999,1
2002,Arkansas,2002ARPryor,53.89652955,501,-20,240.0,Opinion Research Associates,0,1,-3.069298552,1
2002,South Carolina,2002SCSanders,44.18694263,600,-236,174.0,Garin-Hart-Yang Research Group,0,1,-8.408990722999999,0
2002,Oklahoma,2002OKWalters,36.30992592,600,-134,228.0,Consumer Logic,0,1,-11.34453806,1
2002,Georgia,2002GACleland,45.89585372,800,-40,408.0,Marketing Workshop and Mitchell Research Design,0,1,-6.250598147000001,1
2002,Michigan,2002MIRaczkowski,37.8854672,600,-8,180.0,Mitchell Research & Communications,1,0,2.373126935,1
2002,Georgia,2002GACleland,45.89585372,600,-2,276.0,Zogby Interactive/JZ Analytics,0,1,-6.250598147000001,1
2002,Arkansas,2002ARHutchinson,46.10347045,600,-175,306.0,Tarrance Group,1,0,-3.069298552,1
2002,South Carolina,2002SCGraham,54.40057011,625,-8,331.0,Mason-Dixon Polling & Research Inc.,1,0,-8.408990722999999,1
2002,Colorado,2002COStrickland,45.76924218,400,-7,168.0,Ciruli Associates,0,1,-4.752802791000001,0
2002,Texas,2002TXCornyn,55.29987514,600,-5,264.0,Zogby Interactive/JZ Analytics,1,0,-11.22299428,1
2002,Texas,2002TXCornyn,55.29987514,900,-20,369.0,"Fairbank, Maslin, Maullin, Metz & Associates",1,0,-11.22299428,1
2002,Illinois,2002ILDurbin,60.33426722,600,-23,330.0,Research 2000,0,1,5.919465017,1
2002,Tennessee,2002TNAlexander,54.27475659,500,-29,245.0,Zogby Interactive/JZ Analytics,1,0,-2.230799131,1
2002,Maine,2002MECollins,58.43564753,400,-78,188.0,Lake Research Partners,1,0,2.485978324,1
2002,Missouri,2002MOTalent,49.79878783,601,-13,276.0,Market Research Institute Inc.,1,0,-1.977755578,1
2002,Colorado,2002COStrickland,45.76924218,602,-60,216.0,Garin-Hart-Yang Research Group,0,1,-4.752802791000001,0
2002,Maine,2002MECollins,58.43564753,500,-107,285.0,Moore Information,1,0,2.485978324,1
