Var1,cycle,state,Candidateidentifier,Percentage_of_Vote_won_x,samplesize,daysLeft,numberSupport,pollster,Republican,Democrat,pollsteridx
13779,2018,Massachusetts,2018MADiehl,36.2,502,-10,160,"MassINC Polling Group",1,0,1
13780,2018,Massachusetts,2018MAWarren,60.4,500,-10,278,"Suffolk University",0,1,1
13781,2018,Massachusetts,2018MADiehl,36.2,500,-10,172,"Suffolk University",1,0,1
13782,2018,Wisconsin,2018WIBaldwin,55.4,1154,-10,623,"Marquette University Law School",0,1,1
13783,2018,Wisconsin,2018WIVukmir,44.6,1154,-10,496,"Marquette University Law School",1,0,1
13784,2018,Wisconsin,2018WIBaldwin,55.4,1400,-10,728,"Marquette University Law School",0,1,1
13785,2018,Wisconsin,2018WIVukmir,44.6,1400,-10,588,"Marquette University Law School",1,0,1
13786,2018,Indiana,2018INDonnelly,45,800,-10,344,"Marist College",0,1,1
13787,2018,Indiana,2018INBraun,50.9,800,-10,320,"Marist College",1,0,1
13788,2018,Indiana,2018INDonnelly,45,496,-10,238,"Marist College",0,1,1
13789,2018,Indiana,2018INBraun,50.9,496,-10,228,"Marist College",1,0,1
13790,2018,Indiana,2018INDonnelly,45,496,-10,223,"Marist College",0,1,1
13791,2018,Indiana,2018INBraun,50.9,496,-10,208,"Marist College",1,0,1
13792,2018,Indiana,2018INDonnelly,45,800,-10,376,"Marist College",0,1,1
13793,2018,Indiana,2018INBraun,50.9,800,-10,360,"Marist College",1,0,1
13794,2018,Texas,2018TXO'Rourke,48.3,1078,-10,495,"Quinnipiac University",0,1,1
13795,2018,Texas,2018TXCruz,50.9,1078,-10,549,"Quinnipiac University",1,0,1
13796,2018,Connecticut,2018CTMurphy,59.5,1201,-10,672,"Quinnipiac University",0,1,1
13797,2018,Connecticut,2018CTCorey,39.4,1201,-10,492,"Quinnipiac University",1,0,1
13798,2018,Pennsylvania,2018PACasey,55.7,537,-10,268,"Franklin & Marshall College",0,1,1
13799,2018,Pennsylvania,2018PABarletta,42.6,537,-10,166,"Franklin & Marshall College",1,0,1
13800,2018,Pennsylvania,2018PACasey,55.7,214,-10,107,"Franklin & Marshall College",0,1,1
13801,2018,Pennsylvania,2018PABarletta,42.6,214,-10,74,"Franklin & Marshall College",1,0,1
13802,2018,Texas,2018TXO'Rourke,48.3,1033,-10,435,"University of Texas at Tyler",0,1,1
13803,2018,Texas,2018TXCruz,50.9,1033,-10,480,"University of Texas at Tyler",1,0,1
13804,2018,Texas,2018TXO'Rourke,48.3,905,-10,392,"University of Texas at Tyler",0,1,1
13805,2018,Texas,2018TXCruz,50.9,905,-10,425,"University of Texas at Tyler",1,0,1
13806,2018,Indiana,2018INDonnelly,45,505,-11,233,"Cygnal",0,1,1
13807,2018,Indiana,2018INBraun,50.9,505,-11,247,"Cygnal",1,0,1
13808,2018,Missouri,2018MOMcCaskill,45.6,501,-11,232,"Cygnal",0,1,1
13809,2018,Missouri,2018MOHawley,51.4,501,-11,247,"Cygnal",1,0,1
13810,2018,Tennessee,2018TNBredesen,43.9,497,-11,222,"Cygnal",0,1,1
13811,2018,Tennessee,2018TNBlackburn,54.7,497,-11,250,"Cygnal",1,0,1
13812,2018,Michigan,2018MIStabenow,52.3,600,-11,318,"Glengariff Group Inc.",0,1,1
13813,2018,Michigan,2018MIJames,45.8,600,-11,217,"Glengariff Group Inc.",1,0,1
13814,2018,Florida,2018FLNelson,50.1,737,-11,352,"Siena College/New York Times Upshot",0,1,1
13815,2018,Florida,2018FLScott,49.9,737,-11,326,"Siena College/New York Times Upshot",1,0,1
13816,2018,Florida,2018FLNelson,50.1,737,-11,365,"Siena College/New York Times Upshot",0,1,1
13817,2018,Florida,2018FLScott,49.9,737,-11,278,"Siena College/New York Times Upshot",1,0,1
13818,2018,Arizona,2018AZSinema,50,506,-11,253,"Marist College",0,1,1
13819,2018,Arizona,2018AZMcSally,47.6,506,-11,222,"Marist College",1,0,1
13820,2018,Arizona,2018AZSinema,50,793,-11,388,"Marist College",0,1,1
13821,2018,Arizona,2018AZMcSally,47.6,793,-11,340,"Marist College",1,0,1
13822,2018,Arizona,2018AZSinema,50,506,-11,237,"Marist College",0,1,1
13823,2018,Arizona,2018AZMcSally,47.6,506,-11,222,"Marist College",1,0,1
13824,2018,Arizona,2018AZSinema,50,793,-11,356,"Marist College",0,1,1
13825,2018,Arizona,2018AZMcSally,47.6,793,-11,340,"Marist College",1,0,1
13826,2018,Nebraska,2018NERaybould,57.7,683,-11,266,"DFM Research",0,1,1
13827,2018,Nebraska,2018NEFischer,38.6,683,-11,368,"DFM Research",1,0,1
13828,2018,Tennessee,2018TNBredesen,43.9,471,-11,216,"Marist College",0,1,1
13829,2018,Tennessee,2018TNBlackburn,54.7,471,-11,240,"Marist College",1,0,1
13830,2018,Tennessee,2018TNBredesen,43.9,764,-11,351,"Marist College",0,1,1
13831,2018,Tennessee,2018TNBlackburn,54.7,764,-11,374,"Marist College",1,0,1
13832,2018,Ohio,2018OHBrown,53.4,1051,-11,538,"Baldwin Wallace University",0,1,1
13833,2018,Ohio,2018OHRenacci,46.6,1051,-11,333,"Baldwin Wallace University",1,0,1
13834,2018,Massachusetts,2018MAWarren,60.4,402,-11,229,"Western New England University",0,1,1
13835,2018,Massachusetts,2018MADiehl,36.2,402,-11,108,"Western New England University",1,0,1
13836,2018,Massachusetts,2018MAWarren,60.4,485,-11,261,"Western New England University",0,1,1
13837,2018,Massachusetts,2018MADiehl,36.2,485,-11,130,"Western New England University",1,0,1
13838,2018,Texas,2018TXO'Rourke,48.3,588,-12,246,"Dixie Strategies",0,1,1
13839,2018,Texas,2018TXCruz,50.9,588,-12,305,"Dixie Strategies",1,0,1
13840,2018,Michigan,2018MIStabenow,52.3,822,-12,426,"Emerson College",0,1,1
13841,2018,Michigan,2018MIJames,45.8,822,-12,349,"Emerson College",1,0,1
13842,2018,New Mexico,2018NMHeinrich,54.1,936,-12,449,"Emerson College",0,1,1
13843,2018,New Mexico,2018NMRich,30.5,936,-12,294,"Emerson College",1,0,1
13844,2018,New Mexico,2018NMJohnson,15.4,936,-12,148,"Emerson College",1,0,1
13845,2018,New Jersey,2018NJMenendez,54,659,-12,311,"Emerson College",0,1,1
13846,2018,New Jersey,2018NJHugin,42.8,659,-12,276,"Emerson College",1,0,1
13847,2018,Montana,2018MTTester,50.3,782,-12,375,"Gravis Marketing",0,1,1
13848,2018,Montana,2018MTRosendale,46.8,782,-12,351,"Gravis Marketing",1,0,1
13849,2018,Nevada,2018NVRosen,50.4,773,-12,363,"Gravis Marketing",0,1,1
13850,2018,Nevada,2018NVHeller,45.4,773,-12,347,"Gravis Marketing",1,0,1
13851,2018,Arizona,2018AZSinema,50,972,-12,456,"YouGov",0,1,1
13852,2018,Arizona,2018AZMcSally,47.6,972,-12,427,"YouGov",1,0,1
13853,2018,Florida,2018FLNelson,50.1,991,-12,455,"YouGov",0,1,1
13854,2018,Florida,2018FLScott,49.9,991,-12,455,"YouGov",1,0,1
13855,2018,Indiana,2018INDonnelly,45,975,-12,419,"YouGov",0,1,1
13856,2018,Indiana,2018INBraun,50.9,975,-12,448,"YouGov",1,0,1
13857,2018,Florida,2018FLNelson,50.1,1051,-12,493,"University of North Florida",0,1,1
13858,2018,Florida,2018FLScott,49.9,1051,-12,483,"University of North Florida",1,0,1
13859,2018,Arizona,2018AZSinema,50,799,-12,367,"Ipsos",0,1,1
13860,2018,Arizona,2018AZMcSally,47.6,799,-12,383,"Ipsos",1,0,1
13861,2018,Arizona,2018AZSinema,50,2001,-12,760,"Ipsos",0,1,1
13862,2018,Arizona,2018AZMcSally,47.6,2001,-12,680,"Ipsos",1,0,1
13863,2018,Michigan,2018MIStabenow,52.3,400,-13,208,"Mitchell Research & Communications",0,1,1
13864,2018,Michigan,2018MIJames,45.8,400,-13,184,"Mitchell Research & Communications",1,0,1
13865,2018,Missouri,2018MOMcCaskill,45.6,1376,-13,619,"Remington Research Group",0,1,1
13866,2018,Missouri,2018MOHawley,51.4,1376,-13,674,"Remington Research Group",1,0,1
13867,2018,California,2018CAFeinstein,54.2,1339,-13,602,"University of California, Berkeley",0,1,1
13868,2018,California,2018CAde Leon,45.8,1339,-13,482,"University of California, Berkeley",0,1,1
13869,2018,Florida,2018FLNelson,50.1,1069,-13,523,"Ipsos",0,1,1
13870,2018,Florida,2018FLScott,49.9,1069,-13,470,"Ipsos",1,0,1
13871,2018,Florida,2018FLNelson,50.1,2000,-13,820,"Ipsos",0,1,1
13872,2018,Florida,2018FLScott,49.9,2000,-13,780,"Ipsos",1,0,1
13873,2018,North Dakota,2018NDHeitkamp,55.5,1498,-14,681,"Trafalgar Group",0,1,1
13874,2018,North Dakota,2018NDCramer,44.5,1498,-14,816,"Trafalgar Group",1,0,1
13875,2018,Michigan,2018MIStabenow,52.3,800,-14,424,"Target Insyght",0,1,1
13876,2018,Michigan,2018MIJames,45.8,800,-14,344,"Target Insyght",1,0,1
13877,2018,Rhode Island,2018RIWhitehouse,61.6,416,-14,230,"Fleming & Associates",0,1,1
13878,2018,Rhode Island,2018RIFlanders,38.4,416,-14,151,"Fleming & Associates",1,0,1
13879,2018,New Mexico,2018NMHeinrich,54.1,400,-14,180,"Pacific Market Research",0,1,1
13880,2018,New Mexico,2018NMRich,30.5,400,-14,128,"Pacific Market Research",1,0,1
13881,2018,New Mexico,2018NMJohnson,15.4,400,-14,88,"Pacific Market Research",1,0,1
13882,2018,California,2018CAFeinstein,54.2,2178,-14,784,"YouGov",0,1,1
13883,2018,California,2018CAde Leon,45.8,2178,-14,631,"YouGov",0,1,1
13884,2018,Florida,2018FLNelson,50.1,773,-15,378,"Gravis Marketing",0,1,1
13885,2018,Florida,2018FLScott,49.9,773,-15,347,"Gravis Marketing",1,0,1
13886,2018,Arizona,2018AZSinema,50,600,-15,270,"OH Predictive Insights/MBQF",0,1,1
13887,2018,Arizona,2018AZMcSally,47.6,600,-15,312,"OH Predictive Insights/MBQF",1,0,1
13888,2018,Michigan,2018MIStabenow,52.3,600,-15,294,"EPIC-MRA",0,1,1
13889,2018,Michigan,2018MIJames,45.8,600,-15,252,"EPIC-MRA",1,0,1
13890,2018,Florida,2018FLNelson,50.1,800,-15,368,"Strategic Research Associates",0,1,1
13891,2018,Florida,2018FLScott,49.9,800,-15,360,"Strategic Research Associates",1,0,1
13892,2018,Michigan,2018MIStabenow,52.3,605,-16,290,"Tarrance Group",0,1,1
13893,2018,Michigan,2018MIJames,45.8,605,-16,248,"Tarrance Group",1,0,1
13894,2018,Florida,2018FLNelson,50.1,698,-16,325,"Saint Leo University",0,1,1
13895,2018,Florida,2018FLScott,49.9,698,-16,268,"Saint Leo University",1,0,1
13896,2018,Michigan,2018MIStabenow,52.3,169,-16,82,"Michigan State University",0,1,1
13897,2018,Michigan,2018MIJames,45.8,169,-16,70,"Michigan State University",1,0,1
13898,2018,Florida,2018FLNelson,50.1,1575,-17,760,"St. Pete Polls",0,1,1
13899,2018,Florida,2018FLScott,49.9,1575,-17,765,"St. Pete Polls",1,0,1
13900,2018,Florida,2018FLNelson,50.1,665,-17,325,"SurveyUSA",0,1,1
13901,2018,Florida,2018FLScott,49.9,665,-17,272,"SurveyUSA",1,0,1
13902,2018,Texas,2018TXO'Rourke,48.3,1000,-17,460,"GBAO",0,1,1
13903,2018,Texas,2018TXCruz,50.9,1000,-17,500,"GBAO",1,0,1
13904,2018,Florida,2018FLNelson,50.1,704,-17,285,"Florida Atlantic University",0,1,1
13905,2018,Florida,2018FLScott,49.9,704,-17,297,"Florida Atlantic University",1,0,1
13906,2018,Florida,2018FLNelson,50.1,1161,-17,603,"Quinnipiac University",0,1,1
13907,2018,Florida,2018FLScott,49.9,1161,-17,534,"Quinnipiac University",1,0,1
13908,2018,Texas,2018TXO'Rourke,48.3,927,-17,417,"YouGov",0,1,1
13909,2018,Texas,2018TXCruz,50.9,927,-17,472,"YouGov",1,0,1
13910,2018,California,2018CAFeinstein,54.2,989,-17,425,"Public Policy Institute of California",0,1,1
13911,2018,California,2018CAde Leon,45.8,989,-17,267,"Public Policy Institute of California",0,1,1
13912,2018,Florida,2018FLNelson,50.1,600,-18,270,"Schroth, Eldon & Associates",0,1,1
13913,2018,Florida,2018FLScott,49.9,600,-18,282,"Schroth, Eldon & Associates",1,0,1
13914,2018,Florida,2018FLNelson,50.1,872,-18,427,"SSRS",0,1,1
13915,2018,Florida,2018FLScott,49.9,872,-18,392,"SSRS",1,0,1
13916,2018,Florida,2018FLNelson,50.1,759,-18,379,"SSRS",0,1,1
13917,2018,Florida,2018FLScott,49.9,759,-18,341,"SSRS",1,0,1
13918,2018,Indiana,2018INDonnelly,45,600,-18,258,"Mason Strategies",0,1,1
13919,2018,Indiana,2018INBraun,50.9,600,-18,282,"Mason Strategies",1,0,1
13920,2018,California,2018CAFeinstein,54.2,671,-19,273,"Emerson College",0,1,1
13921,2018,California,2018CAde Leon,45.8,671,-19,152,"Emerson College",0,1,1
13922,2018,Arizona,2018AZSinema,50,606,-19,277,"Siena College/New York Times Upshot",0,1,1
13923,2018,Arizona,2018AZMcSally,47.6,606,-19,288,"Siena College/New York Times Upshot",1,0,1
13924,2018,Arizona,2018AZSinema,50,606,-19,266,"Siena College/New York Times Upshot",0,1,1
13925,2018,Arizona,2018AZMcSally,47.6,606,-19,275,"Siena College/New York Times Upshot",1,0,1
13926,2018,West Virginia,2018WVManchin,49.6,650,-19,338,"Strategic Research Associates",0,1,1
13927,2018,West Virginia,2018WVMorrisey,46.3,650,-19,234,"Strategic Research Associates",1,0,1
13928,2018,North Dakota,2018NDHeitkamp,55.5,650,-19,260,"Strategic Research Associates",0,1,1
13929,2018,North Dakota,2018NDCramer,44.5,650,-19,364,"Strategic Research Associates",1,0,1
13930,2018,Nevada,2018NVRosen,50.4,1137,-19,468,"Ipsos",0,1,1
13931,2018,Nevada,2018NVHeller,45.4,1137,-19,533,"Ipsos",1,0,1
13932,2018,Nevada,2018NVRosen,50.4,2001,-19,700,"Ipsos",0,1,1
13933,2018,Nevada,2018NVHeller,45.4,2001,-19,680,"Ipsos",1,0,1
13934,2018,New Jersey,2018NJMenendez,54,496,-19,252,"Rutgers University",0,1,1
13935,2018,New Jersey,2018NJHugin,42.8,496,-19,228,"Rutgers University",1,0,1
13936,2018,New Jersey,2018NJMenendez,54,896,-19,430,"Rutgers University",0,1,1
13937,2018,New Jersey,2018NJHugin,42.8,896,-19,403,"Rutgers University",1,0,1
13938,2018,Missouri,2018MOMcCaskill,45.6,1215,-20,558,"Remington Research Group",0,1,1
13939,2018,Missouri,2018MOHawley,51.4,1215,-20,571,"Remington Research Group",1,0,1
13940,2018,Missouri,2018MOMcCaskill,45.6,800,-20,336,"OnMessage Inc.",0,1,1
13941,2018,Missouri,2018MOHawley,51.4,800,-20,392,"OnMessage Inc.",1,0,1
13942,2018,West Virginia,2018WVManchin,49.6,600,-20,252,"Fabrizio Ward",0,1,1
13943,2018,West Virginia,2018WVMorrisey,46.3,600,-20,264,"Fabrizio Ward",1,0,1
13944,2018,West Virginia,2018WVManchin,49.6,600,-20,270,"Fabrizio Ward",0,1,1
13945,2018,West Virginia,2018WVMorrisey,46.3,600,-20,282,"Fabrizio Ward",1,0,1
13946,2018,Florida,2018FLNelson,50.1,2200,-20,1012,"OnMessage Inc.",0,1,1
13947,2018,Florida,2018FLScott,49.9,2200,-20,1122,"OnMessage Inc.",1,0,1
13948,2018,Michigan,2018MIStabenow,52.3,600,-20,318,"Marketing Resource Group (MRG)",0,1,1
13949,2018,Michigan,2018MIJames,45.8,600,-20,222,"Marketing Resource Group (MRG)",1,0,1
13950,2018,Mississippi,2018MSBaria,39.5,511,-20,163,"Marist College",0,1,1
13951,2018,Mississippi,2018MSWicker,58.5,511,-20,306,"Marist College",1,0,1
13952,2018,Mississippi,2018MSBaria,39.5,856,-20,273,"Marist College",0,1,1
13953,2018,Mississippi,2018MSWicker,58.5,856,-20,487,"Marist College",1,0,1
13954,2018,Mississippi,2018MSBaria,39.5,511,-20,158,"Marist College",0,1,1
13955,2018,Mississippi,2018MSWicker,58.5,511,-20,291,"Marist College",1,0,1
13956,2018,Mississippi,2018MSBaria,39.5,856,-20,256,"Marist College",0,1,1
13957,2018,Mississippi,2018MSWicker,58.5,856,-20,462,"Marist College",1,0,1
13958,2018,Texas,2018TXO'Rourke,48.3,1298,-20,576,"Ipsos",0,1,1
13959,2018,Texas,2018TXCruz,50.9,1298,-20,634,"Ipsos",1,0,1
13960,2018,Texas,2018TXO'Rourke,48.3,2001,-20,800,"Ipsos",0,1,1
13961,2018,Texas,2018TXCruz,50.9,2001,-20,760,"Ipsos",1,0,1
13962,2018,Wisconsin,2018WIBaldwin,55.4,1193,-20,640,"Ipsos",0,1,1
13963,2018,Wisconsin,2018WIVukmir,44.6,1193,-20,459,"Ipsos",1,0,1
13964,2018,Wisconsin,2018WIBaldwin,55.4,2001,-20,900,"Ipsos",0,1,1
13965,2018,Wisconsin,2018WIVukmir,44.6,2001,-20,620,"Ipsos",1,0,1
13966,2018,Montana,2018MTTester,50.3,533,-20,260,"University of Montana",0,1,1
13967,2018,Montana,2018MTRosendale,46.8,533,-20,206,"University of Montana",1,0,1
13968,2018,Arizona,2018AZSinema,50,600,-21,279,"Data Orbital",0,1,1
13969,2018,Arizona,2018AZMcSally,47.6,600,-21,246,"Data Orbital",1,0,1
13970,2018,Arizona,2018AZSinema,50,600,-21,287,"Data Orbital",0,1,1
13971,2018,Arizona,2018AZMcSally,47.6,600,-21,238,"Data Orbital",1,0,1
13972,2018,Minnesota,2018MNKlobuchar,60.3,800,-21,448,"Mason-Dixon Polling & Research Inc.",0,1,1
13973,2018,Minnesota,2018MNNewberger,36.2,800,-21,264,"Mason-Dixon Polling & Research Inc.",1,0,1
13974,2018,Indiana,2018INDonnelly,45,800,-21,320,"American Viewpoint",0,1,1
13975,2018,Indiana,2018INBraun,50.9,800,-21,352,"American Viewpoint",1,0,1
13976,2018,Florida,2018FLNelson,50.1,1974,-22,931,"St. Pete Polls",0,1,1
13977,2018,Florida,2018FLScott,49.9,1974,-22,959,"St. Pete Polls",1,0,1
13978,2018,Nevada,2018NVRosen,50.4,648,-22,311,"Public Policy Polling",0,1,1
13979,2018,Nevada,2018NVHeller,45.4,648,-22,298,"Public Policy Polling",1,0,1
13980,2018,Indiana,2018INDonnelly,45,377,-22,165,"Gravis Marketing",0,1,1
13981,2018,Indiana,2018INBraun,50.9,377,-22,150,"Gravis Marketing",1,0,1
13982,2018,Indiana,2018INDonnelly,45,816,-22,334,"SurveyUSA",0,1,1
13983,2018,Indiana,2018INBraun,50.9,816,-22,326,"SurveyUSA",1,0,1
13984,2018,New Jersey,2018NJMenendez,54,873,-22,445,"Quinnipiac University",0,1,1
13985,2018,New Jersey,2018NJHugin,42.8,873,-22,384,"Quinnipiac University",1,0,1
13986,2018,New York,2018NYGillibrand,67,852,-22,494,"Quinnipiac University",0,1,1
13987,2018,New York,2018NYFarley,33,852,-22,281,"Quinnipiac University",1,0,1
13988,2018,Maine,2018MERingelstein,10.4,600,-22,42,"Critical Insights",0,1,1
13989,2018,Maine,2018MEBrakey,35.2,600,-22,162,"Critical Insights",1,0,1
13990,2018,Maine,2018MEKing,54.3,600,-22,246,"Critical Insights",1,0,1
13991,2018,Nevada,2018NVRosen,50.4,614,-23,313,"Vox Populi Polling",0,1,1
13992,2018,Nevada,2018NVHeller,45.4,614,-23,300,"Vox Populi Polling",1,0,1
13993,2018,Indiana,2018INDonnelly,45,783,-23,430,"Vox Populi Polling",0,1,1
13994,2018,Indiana,2018INBraun,50.9,783,-23,352,"Vox Populi Polling",1,0,1
13995,2018,West Virginia,2018WVManchin,49.6,789,-23,418,"Vox Populi Polling",0,1,1
13996,2018,West Virginia,2018WVMorrisey,46.3,789,-23,370,"Vox Populi Polling",1,0,1
13997,2018,New Jersey,2018NJMenendez,54,527,-23,258,"Monmouth University",0,1,1
13998,2018,New Jersey,2018NJHugin,42.8,527,-23,210,"Monmouth University",1,0,1
13999,2018,New Jersey,2018NJMenendez,54,527,-23,263,"Monmouth University",0,1,1
14000,2018,New Jersey,2018NJHugin,42.8,527,-23,205,"Monmouth University",1,0,1
14001,2018,New Jersey,2018NJMenendez,54,527,-23,268,"Monmouth University",0,1,1
14002,2018,New Jersey,2018NJHugin,42.8,527,-23,205,"Monmouth University",1,0,1
14003,2018,California,2018CAFeinstein,54.2,762,-24,304,"SurveyUSA",0,1,1
14004,2018,California,2018CAde Leon,45.8,762,-24,198,"SurveyUSA",0,1,1
14005,2018,Texas,2018TXO'Rourke,48.3,600,-24,270,"Tulchin Research",0,1,1
14006,2018,Texas,2018TXCruz,50.9,600,-24,294,"Tulchin Research",1,0,1
14007,2018,Vermont,2018VTZupan,27.5,495,-24,94,"Braun Research",1,0,1
14008,2018,Vermont,2018VTSanders,67.4,495,-24,297,"Braun Research",1,0,1
14009,2018,California,2018CAFeinstein,54.2,794,-24,349,"USC Dornsife/LA Times",0,1,1
14010,2018,California,2018CAde Leon,45.8,794,-24,246,"USC Dornsife/LA Times",0,1,1
14011,2018,California,2018CAFeinstein,54.2,980,-24,401,"USC Dornsife/LA Times",0,1,1
14012,2018,California,2018CAde Leon,45.8,980,-24,294,"USC Dornsife/LA Times",0,1,1
14013,2018,Minnesota,2018MNKlobuchar,60.3,1413,-25,706,"Change Research",0,1,1
14014,2018,Minnesota,2018MNNewberger,36.2,1413,-25,579,"Change Research",1,0,1
14015,2018,Missouri,2018MOMcCaskill,45.6,600,-25,282,"The Polling Company Inc.",0,1,1
14016,2018,Missouri,2018MOHawley,51.4,600,-25,300,"The Polling Company Inc.",1,0,1
14017,2018,West Virginia,2018WVManchin,49.6,600,-25,294,"The Polling Company Inc.",0,1,1
14018,2018,West Virginia,2018WVMorrisey,46.3,600,-25,270,"The Polling Company Inc.",1,0,1
14019,2018,Texas,2018TXO'Rourke,48.3,716,-25,322,"SSRS",0,1,1
14020,2018,Texas,2018TXCruz,50.9,716,-25,372,"SSRS",1,0,1
14021,2018,Texas,2018TXO'Rourke,48.3,862,-25,387,"SSRS",0,1,1
14022,2018,Texas,2018TXCruz,50.9,862,-25,431,"SSRS",1,0,1
14023,2018,Texas,2018TXO'Rourke,48.3,801,-25,344,"WPA Intelligence (WPAi)",0,1,1
14024,2018,Texas,2018TXCruz,50.9,801,-25,416,"WPA Intelligence (WPAi)",1,0,1
14025,2018,Tennessee,2018TNBredesen,43.9,800,-25,352,"SSRS",0,1,1
14026,2018,Tennessee,2018TNBlackburn,54.7,800,-25,344,"SSRS",1,0,1
14027,2018,Montana,2018MTTester,50.3,471,-25,221,"Montana State University Billings",0,1,1
14028,2018,Montana,2018MTRosendale,46.8,471,-25,178,"Montana State University Billings",1,0,1
14029,2018,Nevada,2018NVRosen,50.4,625,-26,258,"Emerson College",0,1,1
14030,2018,Nevada,2018NVHeller,45.4,625,-26,300,"Emerson College",1,0,1
14031,2018,Tennessee,2018TNBredesen,43.9,558,-26,267,"Targoz Market Research",0,1,1
14032,2018,Tennessee,2018TNBlackburn,54.7,558,-26,290,"Targoz Market Research",1,0,1
14033,2018,Tennessee,2018TNBredesen,43.9,801,-26,360,"Targoz Market Research",0,1,1
14034,2018,Tennessee,2018TNBlackburn,54.7,801,-26,352,"Targoz Market Research",1,0,1
14035,2018,Wisconsin,2018WIBaldwin,55.4,816,-27,424,"Public Policy Polling",0,1,1
14036,2018,Wisconsin,2018WIVukmir,44.6,816,-27,342,"Public Policy Polling",1,0,1
14037,2018,Texas,2018TXO'Rourke,48.3,800,-27,345,"Siena College/New York Times Upshot",0,1,1
14038,2018,Texas,2018TXCruz,50.9,800,-27,410,"Siena College/New York Times Upshot",1,0,1
14039,2018,Texas,2018TXO'Rourke,48.3,800,-27,356,"Siena College/New York Times Upshot",0,1,1
14040,2018,Texas,2018TXCruz,50.9,800,-27,389,"Siena College/New York Times Upshot",1,0,1
14041,2018,Tennessee,2018TNBredesen,43.9,593,-27,237,"Siena College/New York Times Upshot",0,1,1
14042,2018,Tennessee,2018TNBlackburn,54.7,593,-27,322,"Siena College/New York Times Upshot",1,0,1
14043,2018,Tennessee,2018TNBredesen,43.9,593,-27,248,"Siena College/New York Times Upshot",0,1,1
14044,2018,Tennessee,2018TNBlackburn,54.7,593,-27,301,"Siena College/New York Times Upshot",1,0,1
14045,2018,Tennessee,2018TNBredesen,43.9,1108,-27,487,"Ipsos",0,1,1
14046,2018,Tennessee,2018TNBlackburn,54.7,1108,-27,520,"Ipsos",1,0,1
14047,2018,Tennessee,2018TNBredesen,43.9,2000,-27,760,"Ipsos",0,1,1
14048,2018,Tennessee,2018TNBlackburn,54.7,2000,-27,740,"Ipsos",1,0,1
14049,2018,Arizona,2018AZSinema,50,783,-28,342,"Change Research",0,1,1
14050,2018,Arizona,2018AZMcSally,47.6,783,-28,340,"Change Research",1,0,1
14051,2018,Nevada,2018NVRosen,50.4,642,-28,287,"Siena College/New York Times Upshot",0,1,1
14052,2018,Nevada,2018NVHeller,45.4,642,-28,301,"Siena College/New York Times Upshot",1,0,1
14053,2018,Nevada,2018NVRosen,50.4,642,-28,289,"Siena College/New York Times Upshot",0,1,1
14054,2018,Nevada,2018NVHeller,45.4,642,-28,272,"Siena College/New York Times Upshot",1,0,1
14055,2018,Indiana,2018INDonnelly,45,800,-28,320,"American Viewpoint",0,1,1
14056,2018,Indiana,2018INBraun,50.9,800,-28,352,"American Viewpoint",1,0,1
14057,2018,West Virginia,2018WVManchin,49.6,600,-29,246,"Public Opinion Strategies",0,1,1
14058,2018,West Virginia,2018WVMorrisey,46.3,600,-29,240,"Public Opinion Strategies",1,0,1
14059,2018,New Jersey,2018NJMenendez,54,600,-29,252,"National Research Inc.",0,1,1
14060,2018,New Jersey,2018NJHugin,42.8,600,-29,240,"National Research Inc.",1,0,1
14061,2018,Rhode Island,2018RIWhitehouse,61.6,502,-29,281,"SocialSphere",0,1,1
14062,2018,Rhode Island,2018RIFlanders,38.4,502,-29,160,"SocialSphere",1,0,1
14063,2018,Washington,2018WACantwell,58.4,405,-29,214,"Elway Research",0,1,1
14064,2018,Washington,2018WAHutchison,41.6,405,-29,157,"Elway Research",1,0,1
14065,2018,Texas,2018TXO'Rourke,48.3,730,-29,328,"Quinnipiac University",0,1,1
14066,2018,Texas,2018TXCruz,50.9,730,-29,394,"Quinnipiac University",1,0,1
14067,2018,Utah,2018UTWilson,30.9,607,-29,139,"University of Utah",0,1,1
14068,2018,Utah,2018UTRomney,62.6,607,-29,358,"University of Utah",1,0,1
14069,2018,Ohio,2018OHBrown,53.4,500,-30,268,"Suffolk University",0,1,1
14070,2018,Ohio,2018OHRenacci,46.6,500,-30,180,"Suffolk University",1,0,1
14071,2018,Connecticut,2018CTMurphy,59.5,767,-30,437,"Quinnipiac University",0,1,1
14072,2018,Connecticut,2018CTCorey,39.4,767,-30,322,"Quinnipiac University",1,0,1
14073,2018,Ohio,2018OHBrown,53.4,1017,-30,503,"Baldwin Wallace University",0,1,1
14074,2018,Ohio,2018OHRenacci,46.6,1017,-30,335,"Baldwin Wallace University",1,0,1
14075,2018,Wisconsin,2018WIBaldwin,55.4,799,-31,423,"Marquette University Law School",0,1,1
14076,2018,Wisconsin,2018WIVukmir,44.6,799,-31,343,"Marquette University Law School",1,0,1
14077,2018,Wisconsin,2018WIBaldwin,55.4,1000,-31,530,"Marquette University Law School",0,1,1
14078,2018,Wisconsin,2018WIVukmir,44.6,1000,-31,420,"Marquette University Law School",1,0,1
14079,2018,Massachusetts,2018MAWarren,60.4,791,-31,442,"University of Massachusetts Lowell",0,1,1
14080,2018,Massachusetts,2018MADiehl,36.2,791,-31,221,"University of Massachusetts Lowell",1,0,1
