cycle,state,pollster,samplesize,candidate_name,Candidateidentifier,daysLeft,numberSupport,Democrat,Republican,Percentage.of.Vote.won.x,pvi,experienced
2018,Arizona,Harris Insights & Analytics,1400,Martha McSally,2018AZMcSally,-14,665.0,0,1,47.6,-4.106799945,1.0
2018,Florida,Harris Insights & Analytics,1400,Bill Nelson,2018FLNelson,-14,607.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Harris Insights & Analytics,1400,Rick Scott,2018FLScott,-14,620.0,0,1,50.1,-1.790610365,1.0
2018,Nevada,Harris Insights & Analytics,1400,Jacky Rosen,2018NVRosen,-14,638.0,1,0,50.4,0.039999588,1.0
2018,Nevada,Harris Insights & Analytics,1400,Dean Heller,2018NVHeller,-14,597.0,0,1,45.4,0.039999588,1.0
2018,Indiana,Harris Insights & Analytics,1400,Joe Donnelly,2018INDonnelly,-14,582.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,Harris Insights & Analytics,1400,Mike Braun,2018INBraun,-14,589.0,0,1,50.9,-8.112056678,1.0
2018,Missouri,Harris Insights & Analytics,1400,Claire McCaskill,2018MOMcCaskill,-14,644.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,Harris Insights & Analytics,1400,Josh Hawley,2018MOHawley,-14,617.0,0,1,51.4,-6.881433406,1.0
2018,Montana,Harris Insights & Analytics,700,Jon Tester,2018MTTester,-14,334.0,1,0,50.3,-8.652566712,1.0
2018,Montana,Harris Insights & Analytics,700,Matt Rosendale,2018MTRosendale,-14,280.0,0,1,46.8,-8.652566712,1.0
2018,West Virginia,Research America Inc.,400,"Joe Manchin, III",2018WVManchin,-19,180.0,1,0,49.6,-13.38955503,1.0
2018,West Virginia,Research America Inc.,400,Patrick Morrisey,2018WVMorrisey,-19,160.0,0,1,46.3,-13.38955503,1.0
2018,Minnesota,St. Cloud State University,420,Amy Klobuchar,2018MNKlobuchar,-23,226.0,1,0,60.3,1.11430914,1.0
2018,Minnesota,St. Cloud State University,420,Jim Newberger,2018MNNewberger,-23,117.0,0,1,36.2,1.11430914,1.0
2018,Tennessee,Vox Populi Polling,780,Phil Bredesen,2018TNBredesen,-11,366.0,1,0,43.9,-14.12184488,1.0
2018,Tennessee,Vox Populi Polling,780,Marsha Blackburn,2018TNBlackburn,-11,413.0,0,1,54.7,-14.12184488,1.0
2018,New Jersey,Vox Populi Polling,814,Robert Menendez,2018NJMenendez,-11,439.0,1,0,54.0,5.440680607000001,1.0
2018,New Jersey,Vox Populi Polling,814,Bob Hugin,2018NJHugin,-11,374.0,0,1,42.8,5.440680607000001,0.0
2018,Connecticut,Emerson College,780,Christopher Murphy,2018CTMurphy,-11,429.0,1,0,59.5,4.933092737,1.0
2018,Connecticut,Emerson College,780,Matthew Corey,2018CTCorey,-11,273.0,0,1,39.4,4.933092737,0.0
2018,Maine,Emerson College,883,Zak Ringelstein,2018MERingelstein,-11,51.0,1,0,10.4,1.414830868,0.0
2018,Maine,Emerson College,883,Eric L. Brakey,2018MEBrakey,-11,328.0,0,1,35.2,1.414830868,1.0
2018,Maine,Emerson College,883,Angus S. King Jr.,2018MEKing,-11,445.0,1,0,54.3,1.414830868,1.0
2018,Florida,Cygnal,495,Bill Nelson,2018FLNelson,-11,247.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Cygnal,495,Rick Scott,2018FLScott,-11,239.0,0,1,50.1,-1.790610365,1.0
2018,Arizona,Fox News/Beacon Research/Shaw & Co. Research,643,Kyrsten Sinema,2018AZSinema,-11,295.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,Fox News/Beacon Research/Shaw & Co. Research,643,Martha McSally,2018AZMcSally,-11,295.0,0,1,47.6,-4.106799945,1.0
2018,Arizona,SSRS,702,Kyrsten Sinema,2018AZSinema,-14,358.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,SSRS,702,Martha McSally,2018AZMcSally,-14,329.0,0,1,47.6,-4.106799945,1.0
2018,Nevada,SSRS,622,Jacky Rosen,2018NVRosen,-14,298.0,1,0,50.4,0.039999588,1.0
2018,Nevada,SSRS,622,Dean Heller,2018NVHeller,-14,279.0,0,1,45.4,0.039999588,1.0
2018,Florida,SSRS,781,Bill Nelson,2018FLNelson,-14,382.0,1,0,49.9,-1.790610365,1.0
2018,Florida,SSRS,781,Rick Scott,2018FLScott,-14,367.0,0,1,50.1,-1.790610365,1.0
2018,Tennessee,SSRS,764,Phil Bredesen,2018TNBredesen,-14,343.0,1,0,43.9,-14.12184488,1.0
2018,Tennessee,SSRS,764,Marsha Blackburn,2018TNBlackburn,-14,374.0,0,1,54.7,-14.12184488,1.0
2018,Tennessee,East Tennessee State University,495,Phil Bredesen,2018TNBredesen,-16,217.0,1,0,43.9,-14.12184488,1.0
2018,Tennessee,East Tennessee State University,495,Marsha Blackburn,2018TNBlackburn,-16,217.0,0,1,54.7,-14.12184488,1.0
2018,Arizona,HighGround Inc.,400,Kyrsten Sinema,2018AZSinema,-12,181.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,HighGround Inc.,400,Martha McSally,2018AZMcSally,-12,186.0,0,1,47.6,-4.106799945,1.0
2018,Ohio,Emerson College,566,Sherrod Brown,2018OHBrown,-12,276.0,1,0,53.4,-4.171365879,1.0
2018,Ohio,Emerson College,566,Jim Renacci,2018OHRenacci,-12,243.0,0,1,46.6,-4.171365879,1.0
2018,Florida,Suffolk University,500,Bill Nelson,2018FLNelson,-13,225.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Suffolk University,500,Rick Scott,2018FLScott,-13,216.0,0,1,50.1,-1.790610365,1.0
2018,Massachusetts,MassINC Polling Group,502,Elizabeth Warren,2018MAWarren,-13,271.0,1,0,60.4,10.77644895,1.0
2018,Massachusetts,MassINC Polling Group,502,Geoff Diehl,2018MADiehl,-13,160.0,0,1,36.2,10.77644895,1.0
2018,Massachusetts,Suffolk University,500,Elizabeth Warren,2018MAWarren,-14,278.0,1,0,60.4,10.77644895,1.0
2018,Massachusetts,Suffolk University,500,Geoff Diehl,2018MADiehl,-14,172.0,0,1,36.2,10.77644895,1.0
2018,Wisconsin,Marquette University Law School,1154,Tammy Baldwin,2018WIBaldwin,-14,623.0,1,0,55.4,-1.482069759,1.0
2018,Wisconsin,Marquette University Law School,1154,Leah Vukmir,2018WIVukmir,-14,496.0,0,1,44.6,-1.482069759,1.0
2018,Indiana,Marist College,496,Joe Donnelly,2018INDonnelly,-14,238.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,Marist College,496,Mike Braun,2018INBraun,-14,228.0,0,1,50.9,-8.112056678,1.0
2018,Indiana,Marist College,496,Joe Donnelly,2018INDonnelly,-14,223.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,Marist College,496,Mike Braun,2018INBraun,-14,208.0,0,1,50.9,-8.112056678,1.0
2018,Texas,Quinnipiac University,1078,Beto O'Rourke,2018TXO'Rourke,-16,495.0,1,0,48.3,-7.023984994,1.0
2018,Texas,Quinnipiac University,1078,Ted Cruz,2018TXCruz,-16,549.0,0,1,50.9,-7.023984994,1.0
2018,Connecticut,Quinnipiac University,1201,Christopher Murphy,2018CTMurphy,-16,672.0,1,0,59.5,4.933092737,1.0
2018,Connecticut,Quinnipiac University,1201,Matthew Corey,2018CTCorey,-16,492.0,0,1,39.4,4.933092737,0.0
2018,Pennsylvania,Franklin & Marshall College,214,Robert P. Casey Jr.,2018PACasey,-16,107.0,1,0,55.7,0.390350973,1.0
2018,Pennsylvania,Franklin & Marshall College,214,Lou Barletta,2018PABarletta,-16,74.0,0,1,42.6,0.390350973,1.0
2018,Texas,University of Texas at Tyler,905,Beto O'Rourke,2018TXO'Rourke,-23,392.0,1,0,48.3,-7.023984994,1.0
2018,Texas,University of Texas at Tyler,905,Ted Cruz,2018TXCruz,-23,425.0,0,1,50.9,-7.023984994,1.0
2018,Indiana,Cygnal,505,Joe Donnelly,2018INDonnelly,-12,233.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,Cygnal,505,Mike Braun,2018INBraun,-12,247.0,0,1,50.9,-8.112056678,1.0
2018,Missouri,Cygnal,501,Claire McCaskill,2018MOMcCaskill,-12,232.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,Cygnal,501,Josh Hawley,2018MOHawley,-12,247.0,0,1,51.4,-6.881433406,1.0
2018,Tennessee,Cygnal,497,Phil Bredesen,2018TNBredesen,-12,222.0,1,0,43.9,-14.12184488,1.0
2018,Tennessee,Cygnal,497,Marsha Blackburn,2018TNBlackburn,-12,250.0,0,1,54.7,-14.12184488,1.0
2018,Michigan,Glengariff Group,600,Debbie Stabenow,2018MIStabenow,-13,318.0,1,0,52.3,0.110617903,1.0
2018,Michigan,Glengariff Group,600,John James,2018MIJames,-13,217.0,0,1,45.8,0.110617903,0.0
2018,Florida,Siena College/The New York Times Upshot,737,Bill Nelson,2018FLNelson,-15,352.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Siena College/The New York Times Upshot,737,Rick Scott,2018FLScott,-15,326.0,0,1,50.1,-1.790610365,1.0
2018,Arizona,Marist College,506,Kyrsten Sinema,2018AZSinema,-15,253.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,Marist College,506,Martha McSally,2018AZMcSally,-15,222.0,0,1,47.6,-4.106799945,1.0
2018,Arizona,Marist College,506,Kyrsten Sinema,2018AZSinema,-15,237.0,1,0,50.0,-4.106799945,1.0
2018,Tennessee,Marist College,471,Phil Bredesen,2018TNBredesen,-15,216.0,1,0,43.9,-14.12184488,1.0
2018,Tennessee,Marist College,471,Marsha Blackburn,2018TNBlackburn,-15,240.0,0,1,54.7,-14.12184488,1.0
2018,Ohio,Baldwin Wallace University,1051,Sherrod Brown,2018OHBrown,-19,538.0,1,0,53.4,-4.171365879,1.0
2018,Ohio,Baldwin Wallace University,1051,Jim Renacci,2018OHRenacci,-19,333.0,0,1,46.6,-4.171365879,1.0
2018,Massachusetts,Western New England University,402,Elizabeth Warren,2018MAWarren,-28,229.0,1,0,60.4,10.77644895,1.0
2018,Massachusetts,Western New England University,402,Geoff Diehl,2018MADiehl,-28,108.0,0,1,36.2,10.77644895,1.0
2018,Texas,Dixie Strategies,588,Beto O'Rourke,2018TXO'Rourke,-13,246.0,1,0,48.3,-7.023984994,1.0
2018,Texas,Dixie Strategies,588,Ted Cruz,2018TXCruz,-13,305.0,0,1,50.9,-7.023984994,1.0
2018,Michigan,Emerson College,822,Debbie Stabenow,2018MIStabenow,-14,426.0,1,0,52.3,0.110617903,1.0
2018,Michigan,Emerson College,822,John James,2018MIJames,-14,349.0,0,1,45.8,0.110617903,0.0
2018,New Mexico,Emerson College,936,Martin Heinrich,2018NMHeinrich,-14,449.0,1,0,54.1,2.403798731,1.0
2018,New Mexico,Emerson College,936,Mick Rich,2018NMRich,-14,294.0,0,1,30.5,2.403798731,0.0
2018,New Mexico,Emerson College,936,Gary Johnson,2018NMJohnson,-14,148.0,0,0,15.4,2.403798731,1.0
2018,New Jersey,Emerson College,659,Robert Menendez,2018NJMenendez,-14,311.0,1,0,54.0,5.440680607000001,1.0
2018,New Jersey,Emerson College,659,Bob Hugin,2018NJHugin,-14,276.0,0,1,42.8,5.440680607000001,0.0
2018,Montana,Gravis Marketing,782,Jon Tester,2018MTTester,-14,375.0,1,0,50.3,-8.652566712,1.0
2018,Montana,Gravis Marketing,782,Matt Rosendale,2018MTRosendale,-14,351.0,0,1,46.8,-8.652566712,1.0
2018,Nevada,Gravis Marketing,773,Jacky Rosen,2018NVRosen,-14,363.0,1,0,50.4,0.039999588,1.0
2018,Nevada,Gravis Marketing,773,Dean Heller,2018NVHeller,-14,347.0,0,1,45.4,0.039999588,1.0
2018,Arizona,YouGov,972,Kyrsten Sinema,2018AZSinema,-15,456.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,YouGov,972,Martha McSally,2018AZMcSally,-15,427.0,0,1,47.6,-4.106799945,1.0
2018,Florida,YouGov,991,Bill Nelson,2018FLNelson,-15,455.0,1,0,49.9,-1.790610365,1.0
2018,Florida,YouGov,991,Rick Scott,2018FLScott,-15,455.0,0,1,50.1,-1.790610365,1.0
2018,Indiana,YouGov,975,Joe Donnelly,2018INDonnelly,-15,419.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,YouGov,975,Mike Braun,2018INBraun,-15,448.0,0,1,50.9,-8.112056678,1.0
2018,Florida,University of North Florida,1051,Bill Nelson,2018FLNelson,-15,493.0,1,0,49.9,-1.790610365,1.0
2018,Florida,University of North Florida,1051,Rick Scott,2018FLScott,-15,483.0,0,1,50.1,-1.790610365,1.0
2018,Arizona,Ipsos,799,Kyrsten Sinema,2018AZSinema,-21,367.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,Ipsos,799,Martha McSally,2018AZMcSally,-21,383.0,0,1,47.6,-4.106799945,1.0
2018,Michigan,Mitchell Research & Communications,400,Debbie Stabenow,2018MIStabenow,-13,208.0,1,0,52.3,0.110617903,1.0
2018,Michigan,Mitchell Research & Communications,400,John James,2018MIJames,-13,184.0,0,1,45.8,0.110617903,0.0
2018,Missouri,Remington Research Group,1376,Claire McCaskill,2018MOMcCaskill,-14,619.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,Remington Research Group,1376,Josh Hawley,2018MOHawley,-14,674.0,0,1,51.4,-6.881433406,1.0
2018,California,"University of California, Berkeley",1339,Dianne Feinstein,2018CAFeinstein,-19,602.0,1,0,54.2,10.76322564,1.0
2018,California,"University of California, Berkeley",1339,Kevin de León,2018CAde Leon,-19,482.0,1,0,45.8,10.76322564,1.0
2018,Florida,Ipsos,1069,Bill Nelson,2018FLNelson,-21,523.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Ipsos,1069,Rick Scott,2018FLScott,-21,470.0,0,1,50.1,-1.790610365,1.0
2018,North Dakota,Trafalgar Group,1498,Heidi Heitkamp,2018NDHeitkamp,-15,681.0,1,0,45.5,-15.10961444,1.0
2018,North Dakota,Trafalgar Group,1498,Kevin Cramer,2018NDCramer,-15,816.0,0,1,55.5,-15.10961444,1.0
2018,Michigan,Target Insyght,800,Debbie Stabenow,2018MIStabenow,-16,424.0,1,0,52.3,0.110617903,1.0
2018,Michigan,Target Insyght,800,John James,2018MIJames,-16,344.0,0,1,45.8,0.110617903,0.0
2018,Rhode Island,Fleming & Associates,416,Sheldon Whitehouse,2018RIWhitehouse,-18,230.0,1,0,61.6,8.381222974,1.0
2018,Rhode Island,Fleming & Associates,416,Bob Flanders,2018RIFlanders,-18,151.0,0,1,38.4,8.381222974,0.0
2018,New Mexico,Pacific Market Research,400,Martin Heinrich,2018NMHeinrich,-19,180.0,1,0,54.1,2.403798731,1.0
2018,New Mexico,Pacific Market Research,400,Mick Rich,2018NMRich,-19,128.0,0,1,30.5,2.403798731,0.0
2018,New Mexico,Pacific Market Research,400,Gary Johnson,2018NMJohnson,-19,88.0,0,0,15.4,2.403798731,1.0
2018,California,YouGov,2178,Dianne Feinstein,2018CAFeinstein,-28,784.0,1,0,54.2,10.76322564,1.0
2018,California,YouGov,2178,Kevin de León,2018CAde Leon,-28,631.0,1,0,45.8,10.76322564,1.0
2018,Florida,Gravis Marketing,773,Bill Nelson,2018FLNelson,-16,378.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Gravis Marketing,773,Rick Scott,2018FLScott,-16,347.0,0,1,50.1,-1.790610365,1.0
2018,Arizona,OH Predictive Insights,600,Kyrsten Sinema,2018AZSinema,-16,270.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,OH Predictive Insights,600,Martha McSally,2018AZMcSally,-16,312.0,0,1,47.6,-4.106799945,1.0
2018,Michigan,EPIC-MRA,600,Debbie Stabenow,2018MIStabenow,-20,294.0,1,0,52.3,0.110617903,1.0
2018,Michigan,EPIC-MRA,600,John James,2018MIJames,-20,252.0,0,1,45.8,0.110617903,0.0
2018,Florida,Strategic Research Associates,800,Bill Nelson,2018FLNelson,-22,368.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Strategic Research Associates,800,Rick Scott,2018FLScott,-22,360.0,0,1,50.1,-1.790610365,1.0
2018,Florida,Saint Leo University,698,Bill Nelson,2018FLNelson,-22,325.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Saint Leo University,698,Rick Scott,2018FLScott,-22,268.0,0,1,50.1,-1.790610365,1.0
2018,Michigan,Michigan State University,169,Debbie Stabenow,2018MIStabenow,-25,82.0,1,0,52.3,0.110617903,1.0
2018,Michigan,Michigan State University,169,John James,2018MIJames,-25,70.0,0,1,45.8,0.110617903,0.0
2018,Florida,St. Pete Polls,1575,Bill Nelson,2018FLNelson,-18,760.0,1,0,49.9,-1.790610365,1.0
2018,Florida,St. Pete Polls,1575,Rick Scott,2018FLScott,-18,765.0,0,1,50.1,-1.790610365,1.0
2018,Florida,SurveyUSA,665,Bill Nelson,2018FLNelson,-20,325.0,1,0,49.9,-1.790610365,1.0
2018,Florida,SurveyUSA,665,Rick Scott,2018FLScott,-20,272.0,0,1,50.1,-1.790610365,1.0
2018,Florida,Florida Atlantic University,704,Bill Nelson,2018FLNelson,-20,285.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Florida Atlantic University,704,Rick Scott,2018FLScott,-20,297.0,0,1,50.1,-1.790610365,1.0
2018,Florida,Quinnipiac University,1161,Bill Nelson,2018FLNelson,-21,603.0,1,0,49.9,-1.790610365,1.0
2018,Florida,Quinnipiac University,1161,Rick Scott,2018FLScott,-21,534.0,0,1,50.1,-1.790610365,1.0
2018,Texas,YouGov,927,Beto O'Rourke,2018TXO'Rourke,-23,417.0,1,0,48.3,-7.023984994,1.0
2018,Texas,YouGov,927,Ted Cruz,2018TXCruz,-23,472.0,0,1,50.9,-7.023984994,1.0
2018,California,Public Policy Institute of California,989,Dianne Feinstein,2018CAFeinstein,-26,425.0,1,0,54.2,10.76322564,1.0
2018,California,Public Policy Institute of California,989,Kevin de León,2018CAde Leon,-26,267.0,1,0,45.8,10.76322564,1.0
2018,Florida,SEA Polling & Strategic Design,600,Bill Nelson,2018FLNelson,-21,270.0,1,0,49.9,-1.790610365,1.0
2018,Florida,SEA Polling & Strategic Design,600,Rick Scott,2018FLScott,-21,282.0,0,1,50.1,-1.790610365,1.0
2018,Florida,SSRS,759,Bill Nelson,2018FLNelson,-22,379.0,1,0,49.9,-1.790610365,1.0
2018,Florida,SSRS,759,Rick Scott,2018FLScott,-22,341.0,0,1,50.1,-1.790610365,1.0
2018,Indiana,Mason Strategies,600,Joe Donnelly,2018INDonnelly,-23,258.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,Mason Strategies,600,Mike Braun,2018INBraun,-23,282.0,0,1,50.9,-8.112056678,1.0
2018,California,Emerson College,671,Dianne Feinstein,2018CAFeinstein,-21,273.0,1,0,54.2,10.76322564,1.0
2018,California,Emerson College,671,Kevin de León,2018CAde Leon,-21,152.0,1,0,45.8,10.76322564,1.0
2018,Arizona,Siena College/The New York Times Upshot,606,Kyrsten Sinema,2018AZSinema,-23,277.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,Siena College/The New York Times Upshot,606,Martha McSally,2018AZMcSally,-23,288.0,0,1,47.6,-4.106799945,1.0
2018,West Virginia,Strategic Research Associates,650,"Joe Manchin, III",2018WVManchin,-26,338.0,1,0,49.6,-13.38955503,1.0
2018,West Virginia,Strategic Research Associates,650,Patrick Morrisey,2018WVMorrisey,-26,234.0,0,1,46.3,-13.38955503,1.0
2018,North Dakota,Strategic Research Associates,650,Heidi Heitkamp,2018NDHeitkamp,-26,260.0,1,0,45.5,-15.10961444,1.0
2018,North Dakota,Strategic Research Associates,650,Kevin Cramer,2018NDCramer,-26,364.0,0,1,55.5,-15.10961444,1.0
2018,Nevada,Ipsos,1137,Jacky Rosen,2018NVRosen,-26,468.0,1,0,50.4,0.039999588,1.0
2018,Nevada,Ipsos,1137,Dean Heller,2018NVHeller,-26,533.0,0,1,45.4,0.039999588,1.0
2018,New Jersey,Rutgers University,496,Robert Menendez,2018NJMenendez,-26,252.0,1,0,54.0,5.440680607000001,1.0
2018,New Jersey,Rutgers University,496,Bob Hugin,2018NJHugin,-26,228.0,0,1,42.8,5.440680607000001,0.0
2018,Missouri,Remington Research Group,1215,Claire McCaskill,2018MOMcCaskill,-21,558.0,1,0,45.6,-6.881433406,1.0
2018,Missouri,Remington Research Group,1215,Josh Hawley,2018MOHawley,-21,571.0,0,1,51.4,-6.881433406,1.0
2018,Michigan,Marketing Resource Group (MRG),600,Debbie Stabenow,2018MIStabenow,-24,318.0,1,0,52.3,0.110617903,1.0
2018,Michigan,Marketing Resource Group (MRG),600,John James,2018MIJames,-24,222.0,0,1,45.8,0.110617903,0.0
2018,Mississippi,Marist College,511,David Baria,2018MSBaria,-25,163.0,1,0,39.5,-7.954178646,1.0
2018,Mississippi,Marist College,511,Roger F. Wicker,2018MSWicker,-25,306.0,0,1,58.5,-7.954178646,1.0
2018,Mississippi,Marist College,511,David Baria,2018MSBaria,-25,158.0,1,0,39.5,-7.954178646,1.0
2018,Mississippi,Marist College,511,Roger F. Wicker,2018MSWicker,-25,291.0,0,1,58.5,-7.954178646,1.0
2018,Texas,Ipsos,1298,Beto O'Rourke,2018TXO'Rourke,-26,576.0,1,0,48.3,-7.023984994,1.0
2018,Texas,Ipsos,1298,Ted Cruz,2018TXCruz,-26,634.0,0,1,50.9,-7.023984994,1.0
2018,Wisconsin,Ipsos,1193,Tammy Baldwin,2018WIBaldwin,-26,640.0,1,0,55.4,-1.482069759,1.0
2018,Wisconsin,Ipsos,1193,Leah Vukmir,2018WIVukmir,-26,459.0,0,1,44.6,-1.482069759,1.0
2018,Montana,University of Montana,533,Jon Tester,2018MTTester,-28,260.0,1,0,50.3,-8.652566712,1.0
2018,Montana,University of Montana,533,Matt Rosendale,2018MTRosendale,-28,206.0,0,1,46.8,-8.652566712,1.0
2018,Arizona,Data Orbital,600,Kyrsten Sinema,2018AZSinema,-22,279.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,Data Orbital,600,Martha McSally,2018AZMcSally,-22,246.0,0,1,47.6,-4.106799945,1.0
2018,Arizona,Data Orbital,600,Kyrsten Sinema,2018AZSinema,-22,287.0,1,0,50.0,-4.106799945,1.0
2018,Arizona,Data Orbital,600,Martha McSally,2018AZMcSally,-22,238.0,0,1,47.6,-4.106799945,1.0
2018,Minnesota,Mason-Dixon Polling & Strategy,800,Amy Klobuchar,2018MNKlobuchar,-23,448.0,1,0,60.3,1.11430914,1.0
2018,Minnesota,Mason-Dixon Polling & Strategy,800,Jim Newberger,2018MNNewberger,-23,264.0,0,1,36.2,1.11430914,1.0
2018,Florida,St. Pete Polls,1974,Bill Nelson,2018FLNelson,-23,931.0,1,0,49.9,-1.790610365,1.0
2018,Florida,St. Pete Polls,1974,Rick Scott,2018FLScott,-23,959.0,0,1,50.1,-1.790610365,1.0
2018,Indiana,Gravis Marketing,377,Joe Donnelly,2018INDonnelly,-26,165.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,Gravis Marketing,377,Mike Braun,2018INBraun,-26,150.0,0,1,50.9,-8.112056678,1.0
2018,Indiana,SurveyUSA,816,Joe Donnelly,2018INDonnelly,-26,334.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,SurveyUSA,816,Mike Braun,2018INBraun,-26,326.0,0,1,50.9,-8.112056678,1.0
2018,New Jersey,Quinnipiac University,873,Robert Menendez,2018NJMenendez,-28,445.0,1,0,54.0,5.440680607000001,1.0
2018,New Jersey,Quinnipiac University,873,Bob Hugin,2018NJHugin,-28,384.0,0,1,42.8,5.440680607000001,0.0
2018,New York,Quinnipiac University,852,Kirsten E. Gillibrand,2018NYGillibrand,-28,494.0,1,0,67.0,9.796951795,1.0
2018,New York,Quinnipiac University,852,Chele Farley,2018NYFarley,-28,281.0,0,1,33.0,9.796951795,0.0
2018,Nevada,Vox Populi Polling,614,Jacky Rosen,2018NVRosen,-25,313.0,1,0,50.4,0.039999588,1.0
2018,Nevada,Vox Populi Polling,614,Dean Heller,2018NVHeller,-25,300.0,0,1,45.4,0.039999588,1.0
2018,Indiana,Vox Populi Polling,783,Joe Donnelly,2018INDonnelly,-25,430.0,1,0,45.0,-8.112056678,1.0
2018,Indiana,Vox Populi Polling,783,Mike Braun,2018INBraun,-25,352.0,0,1,50.9,-8.112056678,1.0
2018,West Virginia,Vox Populi Polling,789,"Joe Manchin, III",2018WVManchin,-25,418.0,1,0,49.6,-13.38955503,1.0
2018,West Virginia,Vox Populi Polling,789,Patrick Morrisey,2018WVMorrisey,-25,370.0,0,1,46.3,-13.38955503,1.0
2018,New Jersey,Monmouth University,527,Robert Menendez,2018NJMenendez,-27,258.0,1,0,54.0,5.440680607000001,1.0
2018,New Jersey,Monmouth University,527,Bob Hugin,2018NJHugin,-27,210.0,0,1,42.8,5.440680607000001,0.0
2018,New Jersey,Monmouth University,527,Robert Menendez,2018NJMenendez,-27,263.0,1,0,54.0,5.440680607000001,1.0
2018,New Jersey,Monmouth University,527,Bob Hugin,2018NJHugin,-27,205.0,0,1,42.8,5.440680607000001,0.0
2018,New Jersey,Monmouth University,527,Robert Menendez,2018NJMenendez,-27,268.0,1,0,54.0,5.440680607000001,1.0
2018,California,SurveyUSA,762,Dianne Feinstein,2018CAFeinstein,-26,304.0,1,0,54.2,10.76322564,1.0
2018,California,SurveyUSA,762,Kevin de León,2018CAde Leon,-26,198.0,1,0,45.8,10.76322564,1.0
2018,Vermont,Braun Research,495,Lawrence Zupan,2018VTZupan,-33,94.0,0,1,27.5,11.29981845,0.0
2018,Vermont,Braun Research,495,Bernard Sanders,2018VTSanders,-33,297.0,1,0,67.4,11.29981845,1.0
2018,California,USC Dornsife/Los Angeles Times,794,Dianne Feinstein,2018CAFeinstein,-51,349.0,1,0,54.2,10.76322564,1.0
2018,California,USC Dornsife/Los Angeles Times,794,Kevin de León,2018CAde Leon,-51,246.0,1,0,45.8,10.76322564,1.0
2018,Minnesota,Change Research,1413,Amy Klobuchar,2018MNKlobuchar,-26,706.0,1,0,60.3,1.11430914,1.0
2018,Minnesota,Change Research,1413,Jim Newberger,2018MNNewberger,-26,579.0,0,1,36.2,1.11430914,1.0
2018,Texas,SSRS,716,Beto O'Rourke,2018TXO'Rourke,-29,322.0,1,0,48.3,-7.023984994,1.0
2018,Texas,SSRS,716,Ted Cruz,2018TXCruz,-29,372.0,0,1,50.9,-7.023984994,1.0
2018,Tennessee,SSRS,800,Phil Bredesen,2018TNBredesen,-30,352.0,1,0,43.9,-14.12184488,1.0
2018,Tennessee,SSRS,800,Marsha Blackburn,2018TNBlackburn,-30,344.0,0,1,54.7,-14.12184488,1.0
2018,Montana,Montana State University Billings,471,Jon Tester,2018MTTester,-30,221.0,1,0,50.3,-8.652566712,1.0
2018,Montana,Montana State University Billings,471,Matt Rosendale,2018MTRosendale,-30,178.0,0,1,46.8,-8.652566712,1.0
2018,Nevada,Emerson College,625,Jacky Rosen,2018NVRosen,-28,258.0,1,0,50.4,0.039999588,1.0
2018,Nevada,Emerson College,625,Dean Heller,2018NVHeller,-28,300.0,0,1,45.4,0.039999588,1.0
2018,Tennessee,Targoz Market Research,558,Phil Bredesen,2018TNBredesen,-29,267.0,1,0,43.9,-14.12184488,1.0
2018,Tennessee,Targoz Market Research,558,Marsha Blackburn,2018TNBlackburn,-29,290.0,0,1,54.7,-14.12184488,1.0
2018,Texas,Siena College/The New York Times Upshot,800,Beto O'Rourke,2018TXO'Rourke,-30,345.0,1,0,48.3,-7.023984994,1.0
2018,Texas,Siena College/The New York Times Upshot,800,Ted Cruz,2018TXCruz,-30,410.0,0,1,50.9,-7.023984994,1.0
2018,Tennessee,Siena College/The New York Times Upshot,593,Phil Bredesen,2018TNBredesen,-30,237.0,1,0,43.9,-14.12184488,1.0
